#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="107.1",engine_hours="107.1"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flap,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,,,,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,E1 %Pwr,,,
2021-10-17,12:30:15,19:30:15,-07:00,+37.5142654,-122.4965899,47,3D (SFD1),70214.8,0.0,,0,0,0.06,,1.2,9,30,75,-6,0.0,0,,,-0.015,0.976,+0.217,,334,,,,29.97,,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,23.1,981,,,081001F8 A21 A21,20,,,1200,ALT,87,16,16,7.0,0,0,29.6,12.3,0,6,0.0,-17,-25,3.14,0.00,0.01,77,86,87,87,75,85,85,85,0,0,,,85
2021-10-17,12:30:15,19:30:15,-07:00,+37.5142654,-122.4965899,47,3D (SFD1),70214.8,0.0,,0,0,0.06,,1.2,9,30,75,-6,0.0,0,,,-0.015,0.976,+0.217,,334,,,,29.97,,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,23.1,981,,,081001F8 A21 A21,20,,,1200,ALT,87,16,16,7.0,0,0,29.6,12.3,0,6,0.0,-17,-25,3.14,0.00,0.01,77,86,87,87,75,85,85,85,0,0,,,85
2021-10-17,12:30:16,19:30:16,-07:00,+37.5142612,-122.4965947,48,3D (SFD1),70215.8,0.0,,0,0,-0.03,,1.2,9,30,75,5,0.0,0,,,-0.016,0.973,+0.210,,334,,,,29.97,,GPS1,LOI MSG,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,23.1,977,,,081001F8 A23 A23,10,,,1200,ALT,87,16,16,18.7,0,0,29.6,12.3,0,7,0.3,-17,-25,3.14,0.00,0.01,77,86,87,87,75,85,85,85,0,0,OIL PRESS,,85
2021-10-17,12:30:17,19:30:17,-07:00,+37.5142610,-122.4965969,48,3D (SFD1),70216.8,0.0,,0,0,0.04,,1.2,9,30,75,4,0.0,0,,,-0.015,0.976,+0.198,,334,,,,29.97,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,23.1,976,,,081001F8 A25 A25,5,,L+,1200,ALT,87,16,16,25.0,0,0,29.6,12.2,0,8,2.2,-17,-25,3.14,0.00,0.01,77,86,87,87,75,85,85,85,0,0,OIL PRESS,,85
2021-10-17,12:30:18,19:30:18,-07:00,+37.5142615,-122.4965989,46,3D (SFD1),70217.8,0.0,,0,0,0.03,,1.2,9,30,75,-3,0.0,0,,,-0.015,0.971,+0.187,,334,,,,29.97,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,23.1,978,,,081001F8 A28 A28,5,,,1200,ALT,87,16,16,27.5,0,0,29.6,12.2,0,9,3.5,-17,-25,3.14,0.00,0.01,77,86,87,87,75,85,85,85,0,0,OIL PRESS,,85
2021-10-17,12:30:19,19:30:19,-07:00,+37.5142638,-122.4966005,47,3D (SFD1),70218.8,0.0,,0,0,-0.00,,1.8,9,30,75,-2,0.0,0,,,-0.016,0.976,+0.184,,334,,,,29.97,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,23.1,978,,,081101F8 A29 A29,5,,,1200,ALT,87,16,16,28.9,0,0,29.6,12.2,0,9,4.4,-17,-25,3.14,0.00,0.01,77,86,87,88,75,85,85,85,0,0,OIL PRESS,,85
2021-10-17,12:30:20,19:30:20,-07:00,+37.5142645,-122.4966012,43,3D (SFD1),70219.8,0.0,,0,0,-0.01,,1.2,9,30,75,3,0.0,0,,,-0.013,0.978,+0.181,,334,,,,29.97,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.2,23.1,979,,,081101F8 A31 A31,11,,,1200,ALT,87,16,16,29.6,0,0,29.6,12.2,0,9,4.2,-17,-25,3.14,0.00,0.01,77,86,87,88,75,85,85,85,0,0,OIL PRESS,,85
2021-10-17,12:30:21,19:30:21,-07:00,+37.5142649,-122.4966022,41,3D (SFD1),70220.8,0.0,,0,0,-0.05,,1.2,9,30,75,-4,0.0,0,,,-0.017,0.973,+0.179,,334,,,,29.97,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,23.1,978,,,081101F8 A34 A34,6,,,1200,ALT,87,16,16,29.9,0,0,29.6,12.2,0,9,2.9,-17,-25,3.14,0.00,0.01,77,86,87,88,75,85,85,85,0,0,OIL PRESS,,85
2021-10-17,12:30:22,19:30:22,-07:00,+37.5142638,-122.4966012,41,3D (SFD1),70221.8,0.0,,0,0,0.02,,1.2,9,29,75,-8,0.0,0,,,-0.014,0.976,+0.182,,334,,,,29.97,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,23.1,976,,,081101F8 A36 A36,19,,,1200,ALT,87,16,16,30.2,0,0,29.6,12.2,0,9,1.7,-17,-25,3.14,0.00,0.01,77,86,87,88,75,85,85,85,0,0,OIL PRESS,,85
