#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="PFD1",airframe_hours="92.7",engine_hours="92.7"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flaps,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,Flaps,,,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,E1 %Pwr,,,
2021-09-06,14:09:25,21:09:25,-07:00,+37.5136980,-122.4955942,-480,3D-,162582.6,14.5,,-7,4,-63.43,,1.9,8,0,63,19,4.7,5,,,-0.027,0.971,+1.337,,300,,,,29.99,,GPS1,LOI MSG,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,21.3,736,,,081001F8 A27 A27,50,,,,,177,21,20,31.0,54,1000,12.6,13.9,30,18,1.8,-6,-17,0,0.01,0.01,208,213,238,220,960,945,990,955,0,15,,,75
2021-09-06,14:09:25,21:09:25,-07:00,+37.5133699,-122.4952568,16,3D (SFD1),162565.0,8.8,,-1,-2,0.06,,1.3,8,1,64,30,4.3,2,,,0.001,0.967,+1.279,,300,,,,29.99,,GPS1,LOI,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,21.3,737,,,081001F8 A28 A28,68,,,,,177,21,20,30.9,54,990,12.8,13.9,30,18,1.8,-6,-17,0,0.01,0.01,208,213,238,220,960,920,990,960,0,15,,,75
2021-09-06,14:09:26,21:09:26,-07:00,+37.5133577,-122.4952721,16,3D (SFD1),162565.9,5.1,,-1,-2,-0.09,,1.3,8,0,64,7,4.5,4,,,-0.003,0.968,+1.107,,300,,,,29.99,,GPS1,LOI,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,21.3,738,,,081001F8 A29 A29,68,,,,,177,21,20,30.9,53,950,13.3,14.0,30,17,1.8,-6,-17,0,0.01,0.01,208,214,239,221,955,895,990,890,0,15,,,75
2021-09-06,14:09:27,21:09:27,-07:00,+37.5133321,-122.4952847,14,3D (SFD1),162567.0,4.9,,-1,-2,-0.03,,1.3,8,-1,64,-11,3.6,3,,,-0.050,0.976,+0.915,,300,,,,29.99,121.500,GPS1,LOI,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,21.3,739,,,081001F8 A31 A31,44,,L+,1200,ALT,177,21,20,31.0,53,940,13.7,14.0,30,17,1.8,-6,-17,0,0.01,0.01,209,214,239,221,960,905,990,830,0,15,,,75
2021-09-06,14:09:28,21:09:28,-07:00,+37.5133021,-122.4953006,15,3D (SFD1),162568.0,5.2,,-1,-2,-0.05,,1.9,8,-0,63,3,-0.1,0,,,-0.034,0.991,+0.790,,300,,,,29.99,121.500,GPS1,LOI,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,21.3,739,,,081001F8 A34 A34,25,,,1200,ALT,177,21,20,31.1,53,950,14.1,14.0,29,17,1.9,-6,-17,0,0.01,0.01,210,215,240,222,970,920,990,785,0,16,,,75
2021-09-06,14:09:29,21:09:29,-07:00,+37.5132927,-122.4953223,16,3D (SFD1),162569.0,5.3,,-1,-2,0.11,,1.3,8,1,63,62,1.5,3,,,-0.029,0.980,+0.708,,300,,,,29.99,121.500,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,21.3,741,,,081101F8 A36 A36,28,,,1200,ALT,177,21,20,30.9,53,1000,14.0,14.0,29,17,2.0,-6,-17,0,0.01,0.01,210,215,241,222,980,935,1000,820,0,17,,,75
2021-09-06,14:09:30,21:09:30,-07:00,+37.5132720,-122.4953298,12,3D (SFD1),162570.0,5.2,,-1,-2,0.03,,1.3,8,3,65,66,5.4,5,,,-0.060,0.980,+0.670,,300,,,,29.99,121.500,GPS1,LOI,,,,,,,,ENR,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.2,21.3,744,,,021101F8 A37 A37,67,,,1200,ALT,177,21,20,31.0,53,1010,13.7,14.0,28,16,1.9,-6,-17,0,0.01,0.01,211,216,241,222,980,940,1005,855,0,17,,,75
2021-09-06,14:09:31,21:09:31,-07:00,+37.5132548,-122.4953363,14,3D (SFD1),162571.0,4.8,,-1,-2,0.04,,1.3,8,2,66,12,-0.1,2,,,-0.071,0.957,+0.662,,300,,,,29.99,121.500,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,21.4,746,,,021101F8 A37 A37,49,,,1200,ALT,177,21,20,30.8,53,1010,13.4,14.0,28,16,1.8,-6,-17,0,0.01,0.01,212,216,242,223,980,955,1030,880,0,16,,,75
2021-09-06,14:09:32,21:09:32,-07:00,+37.5132428,-122.4953436,17,3D (SFD1),162572.0,4.6,,-0,-2,-0.01,,1.3,8,1,66,-26,-0.0,1,,,-0.055,0.976,+0.657,,300,,,,29.99,121.500,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,21.4,746,,,021101F8 A37 A37,25,,,1200,ALT,177,21,20,30.8,53,1000,13.3,14.0,28,16,1.7,-6,-17,0,0.01,0.01,212,217,242,223,980,955,1040,910,0,15,,,75
