#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2L",product="GDU 460",software_version="9.00",system_id="60002EB05E7DB",unit="PFD1",airframe_hours="165.3",engine_hours="165.3"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),AP Roll Trim Motor,AP Pitch Trim Motor,Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Height Above Ground (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,FP,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,,,MagVar,OAT,AltD,AGL,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,,,,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,E1 %Pwr,,,
2022-04-29,13:03:34,20:03:34,-07:00,+36.9896985,-120.1106061,228,3D (SFD1),504214.2,14.7,,-0,0,0.03,,1.2,8,86,242,-4,0.0,0,,,0.020,0.970,+0.608,,47,,,,30.09,,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,,,-12.7,24.4,1199,,,,081001F8 A26 A26,5,,,,,170,20,20,33.9,0,0,29.8,12.5,0,5,0.0,-49,-2,0.88,0.01,0.01,241,246,260,253,280,275,325,285,0,0,,,104
2022-04-29,13:03:35,20:03:35,-07:00,+36.9896994,-120.1106027,227,3D (SFD1),504215.1,2.5,,-0,0,0.00,,1.2,8,86,242,0,0.0,-0,,,0.022,0.978,+0.671,,47,,,,30.09,,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,,,-12.7,24.4,1199,,,,081001F8 A27 A27,6,,L+,,,170,20,20,33.9,0,0,29.8,12.5,0,5,0.0,-49,-2,0.88,0.01,0.01,241,246,260,253,280,275,325,285,0,0,,,104
2022-04-29,13:03:36,20:03:36,-07:00,+36.9896992,-120.1106014,227,3D (SFD1),504216.1,0.4,,-0,0,0.03,,1.6,8,86,242,0,0.0,0,,,0.021,0.976,+0.818,,47,,,,30.09,,GPS1,WPT MSG,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,,,-12.7,24.4,1199,,,,081001F8 A29 A29,10,,,,,170,20,20,33.9,0,0,29.8,12.5,0,5,0.0,-49,-2,0.88,0.01,0.01,241,246,260,253,280,275,325,285,0,0,OIL PRESS,,104
2022-04-29,13:03:37,20:03:37,-07:00,+36.9897035,-120.1106055,228,3D (SFD1),504217.1,0.1,,-0,0,0.06,,1.2,8,86,242,-1,0.0,1,,,0.020,0.973,+0.901,,47,,,,30.09,,GPS1,LOI,,,,,,,,TERM,,,,,Powerup,,,,,,,,,,,,,,-12.7,24.4,1200,,,,081001F8 A32 A32,5,,,1200,ALT,170,20,20,33.9,0,0,29.8,12.5,0,5,0.0,-49,-2,0.88,0.01,0.01,241,246,260,253,280,275,325,285,0,0,OIL PRESS,,104
2022-04-29,13:03:38,20:03:38,-07:00,+36.9896986,-120.1106108,226,3D (SFD1),504218.1,0.1,,-0,0,0.03,,1.2,8,86,242,-5,0.0,-0,,,0.021,0.974,+1.022,,47,,,,30.09,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Powerup,,,,,,,,,,,,,,-12.7,24.4,1201,,,,081001F8 A34 A34,6,,,1200,ALT,170,20,20,33.9,0,0,29.8,12.5,0,5,0.0,-49,-2,0.88,0.01,0.01,241,246,260,253,280,275,325,285,0,0,OIL PRESS,,104
2022-04-29,13:03:39,20:03:39,-07:00,+36.9896999,-120.1106113,228,3D (SFD1),504219.1,0.0,,-0,0,-0.05,,1.2,8,86,242,-8,0.0,-0,,,0.022,0.978,+1.188,,47,,,,30.09,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Powerup,,,,,,,,,,,,,,-12.7,24.4,1202,,,,081101F8 A37 A37,6,,,1200,ALT,170,20,20,33.9,0,0,29.8,12.5,0,5,0.0,-49,-2,0.88,0.01,0.01,241,246,260,253,280,275,325,285,0,0,OIL PRESS,,104
2022-04-29,13:03:40,20:03:40,-07:00,+36.9896945,-120.1106131,228,3D (SFD1),504220.1,0.0,,-0,0,0.05,,1.2,8,86,242,-4,0.0,0,,,0.021,0.974,+1.250,,47,,,,30.09,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail / Servo communication fault / 00000001 00000000,,,,,,,,,,,,,,-12.7,24.4,1203,,,,081101F8 A39 A39,6,,,1200,ALT,170,20,20,33.9,0,0,29.8,12.5,0,5,0.0,-49,-2,0.88,0.01,0.01,241,246,260,253,280,275,325,285,0,0,OIL PRESS,,104
2022-04-29,13:03:41,20:03:41,-07:00,+36.9896876,-120.1106187,225,3D (SFD1),504221.1,0.1,,-0,0,-0.02,,1.2,8,86,242,-3,0.0,0,,,0.023,0.977,+1.212,,47,,,,30.09,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,,,-12.7,24.5,1204,,,,081101F8 A41 A41,6,,,1200,ALT,170,20,20,33.9,0,0,29.8,12.5,0,5,0.0,-49,-2,0.88,0.01,0.01,241,246,260,253,280,275,325,285,0,0,OIL PRESS,,104
2022-04-29,13:03:42,20:03:42,-07:00,+36.9896850,-120.1106201,224,3D (SFD1),504222.1,0.1,,-0,0,-0.01,,1.2,8,86,242,3,0.0,0,,,0.020,0.973,+1.137,,47,,,,30.09,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,,,-12.7,24.5,1205,,,,081101F8 A43 A43,6,,,1200,ALT,170,20,20,33.9,0,0,29.8,12.5,0,5,0.0,-49,-2,0.88,0.01,0.01,241,246,260,253,280,275,325,285,0,0,OIL PRESS,,104
