#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="73.6",engine_hours="73.6"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,,
2021-06-17,17:37:19,00:37:19,-07:00,+37.5156436,-122.4957255,-135,3D- (PFD1),434257.1,8.7,,-11,46,-0.74,,1.8,7,163,51,-3,0.0,0,,,-0.013,0.980,+1.535,,300,,,,29.80,122.800,GPS,,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.2,21.8,995,,,081101F8 A35 A35,9,,,1200,ALT,179,21,20,30.3,0,0,29.9,12.7,0,5,0.0,-10,36,237,238,263,245,255,235,295,240,0,0,0,OIL PRESS,,70
2021-06-17,17:37:20,00:37:20,-07:00,+37.5160786,-122.4958397,-122,3D- (PFD1),434258.0,78.0,346,-11,46,-0.74,,1.8,7,163,51,1,0.0,0,,,-0.017,0.978,+1.475,,300,,,,29.80,122.800,GPS,,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.2,21.8,994,,,081101F8 A38 A38,9,,,1200,ALT,179,21,20,30.3,0,0,29.9,12.7,0,5,0.0,-10,36,237,238,263,245,255,235,295,240,0,0,0,OIL PRESS,,70
2021-06-17,17:37:21,00:37:21,-07:00,+37.5165491,-122.4959338,-111,3D- (PFD1),434259.0,90.9,347,-11,47,-0.73,,1.8,7,163,51,-7,0.0,0,,,-0.017,0.979,+1.428,,300,,,,29.80,122.800,GPS,,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.2,21.8,994,,,081101F8 A40 A40,34,,,1200,ALT,179,21,20,30.3,0,0,29.9,12.7,0,5,0.0,-10,36,237,238,263,245,255,235,295,240,0,0,0,OIL PRESS,,70
2021-06-17,17:37:22,00:37:22,-07:00,+37.5168635,-122.4959169,-75,3D- (PFD1),434260.0,92.4,347,-11,46,-0.72,,2.1,6,163,51,-7,0.0,-0,,,-0.014,0.978,+1.385,,300,,,,29.80,122.800,GPS,,,,,,,,,,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.2,21.8,994,,,081101F8 A43 A43,12,,,1200,ALT,179,21,20,30.3,0,0,29.9,12.7,0,5,0.0,-10,36,237,238,263,245,255,235,295,240,0,0,0,OIL PRESS,,70
2021-06-17,17:37:23,00:37:23,-07:00,,,,,,,,,,,,,,163,50,-0,0.0,-0,,,-0.019,0.979,+1.342,,300,,,,29.80,122.800,GPS,LOI,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.8,994,,,081101F8 A44 A44,9,,,1200,ALT,179,21,20,30.2,0,0,29.9,12.7,0,5,0.0,-10,36,237,238,263,245,255,235,295,240,0,0,0,OIL PRESS,,70
2021-06-17,17:37:24,00:37:24,-07:00,,,,,,,,,,,,,,163,51,1,0.0,0,,,-0.017,0.974,+1.302,,300,,,,29.80,122.800,GPS,LOI,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.8,994,,,081101F8 A46 A46,9,,,1200,ALT,179,21,20,30.2,0,0,29.9,12.7,0,5,0.0,-10,36,237,238,263,245,255,235,295,240,0,0,0,OIL PRESS,,70
2021-06-17,17:37:25,00:37:25,-07:00,,,,,,,,,,,,,,163,51,-5,0.0,0,,,-0.015,0.977,+1.287,,300,,,,29.80,122.800,GPS,LOI,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.8,993,,,081101F8 A48 A48,7,,,1200,ALT,179,21,20,30.2,0,0,29.9,12.7,0,5,0.0,-10,36,237,238,263,245,255,235,295,240,0,0,0,OIL PRESS,,70
2021-06-17,17:37:26,00:37:26,-07:00,+37.5135710,-122.4953195,42,3D- (PFD1),434264.1,8.7,,-11,26,0.08,,1.5,8,162,50,-5,0.0,0,,,-0.017,0.982,+1.292,,300,,,,29.80,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.8,992,,,081101F8 A50 A50,7,,,1200,ALT,179,21,20,30.2,0,0,29.9,12.7,0,5,0.0,-10,36,237,238,263,245,255,230,295,240,0,0,0,OIL PRESS,,70
2021-06-17,17:37:27,00:37:27,-07:00,+37.5136317,-122.4953169,48,3D- (PFD1),434265.1,38.0,340,-6,17,0.10,,1.5,8,163,50,4,0.0,0,,,-0.016,0.980,+1.314,,300,,,,29.80,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.8,992,,,081101F8 A52 A52,8,,,1200,ALT,179,21,20,30.2,0,0,29.9,12.7,0,5,0.0,-10,36,237,238,263,245,255,230,295,240,0,0,0,OIL PRESS,,70
