#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2D",product="GDU 460",software_version="8.72",system_id="60002EB05E7DB",unit="PFD1",airframe_hours="52.7",engine_hours="52.7"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,,
2020-12-27,11:55:32,19:55:32,-08:00,+37.5103477,-122.4908905,53,3D,71749.6,0.0,,0,0,-0.00,210.0,1.6,7,26,329,6,0.0,0,10.22,0.89,-0.014,0.976,+1.066,,300,,,,30.25,122.800,GPS,,,,,,,,,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.2,11.8,-349,,,080007FF D5 D5,8,,,1200,ALT,51,21,20,0.0,0,0,29.7,12.3,0,4,0.0,-38,34,48,44,45,44,45,45,45,45,0,0,0,FUEL PRESS/OIL PRESS,,66
2020-12-27,11:55:33,19:55:33,-08:00,+37.5103482,-122.4908869,52,3D,71750.6,0.0,,0,0,-0.00,210.0,1.6,7,26,329,10,0.0,0,10.21,0.93,-0.017,0.973,+1.045,,300,,,,30.25,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,11.8,-348,,,040007FF D14 D14,10,,,1200,ALT,51,21,20,0.0,0,0,29.7,12.3,0,4,0.0,-38,34,48,44,45,44,45,45,45,45,0,0,0,FUEL PRESS/OIL PRESS,,66
2020-12-27,11:55:34,19:55:34,-08:00,+37.5103487,-122.4908828,50,3D,71751.6,0.0,,0,0,0.00,210.0,1.6,7,26,329,2,0.0,0,10.14,0.96,-0.020,0.973,+1.019,,300,,,,30.25,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,11.8,-348,,,040007FF D19 D19,6,,,1200,ALT,51,21,20,0.0,0,0,29.7,12.3,0,4,0.0,-38,34,48,44,45,44,45,45,45,45,0,0,0,FUEL PRESS/OIL PRESS,,66
2020-12-27,11:55:35,19:55:35,-08:00,+37.5103486,-122.4908823,47,3D,71752.6,0.0,,0,0,-0.00,210.0,1.6,7,26,329,2,0.0,0,10.12,0.89,-0.015,0.978,+0.986,,300,,,,30.25,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,11.8,-347,,,040007FF D26 D26,8,,,1200,ALT,51,21,20,0.0,0,0,29.7,12.3,0,4,0.0,-38,34,48,44,45,44,45,45,45,45,0,0,0,FUEL PRESS/OIL PRESS,,66
2020-12-27,11:55:36,19:55:36,-08:00,+37.5103486,-122.4908846,48,3D,71753.6,0.0,,0,0,-0.00,210.1,1.6,7,26,329,-4,0.0,0,10.20,0.84,-0.014,0.976,+0.961,,300,,,,30.25,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,11.8,-347,,,040007FF D38 D38,8,,,1200,ALT,51,21,20,0.0,0,0,29.7,12.3,0,4,0.0,-38,34,48,44,45,44,45,45,45,45,0,0,0,FUEL PRESS/OIL PRESS,,66
2020-12-27,11:55:37,19:55:37,-08:00,+37.5103487,-122.4908858,48,3D,71754.6,0.0,,0,0,-0.00,210.0,2.8,7,26,320,-3,0.0,0,10.23,0.89,-0.012,0.979,+0.956,,300,,,,30.24,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,11.8,-347,,,040007FF D50 D50,7,,,1200,ALT,51,21,20,0.0,0,0,29.7,12.3,0,4,0.0,-38,34,48,44,45,44,45,45,45,45,0,0,0,FUEL PRESS/OIL PRESS,,66
2020-12-27,11:55:38,19:55:38,-08:00,+37.5103492,-122.4908859,48,3D,71755.6,0.0,,0,0,-0.00,210.0,1.6,7,26,310,-3,0.0,0,10.22,0.90,-0.015,0.975,+0.945,,300,,,,30.23,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,11.8,-346,,,040007FF D62 D62,6,,,1200,ALT,51,21,20,0.0,0,0,29.7,12.3,0,4,0.0,-38,34,48,44,45,44,45,45,45,45,0,0,0,FUEL PRESS/OIL PRESS,,66
2020-12-27,11:55:39,19:55:39,-08:00,+37.5103496,-122.4908858,48,3D,71756.6,0.0,,0,0,-0.00,210.0,1.6,7,26,209,4,0.0,0,10.20,0.89,-0.015,0.975,+0.912,,300,,,,30.10,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,11.8,-346,,,040007FF D74 D74,7,,,1200,ALT,51,21,20,0.0,0,0,29.7,12.3,0,4,0.0,-38,34,48,44,45,44,45,45,45,45,0,0,0,FUEL PRESS/OIL PRESS,,66
2020-12-27,11:55:40,19:55:40,-08:00,+37.5103505,-122.4908863,48,3D,71757.6,0.0,,0,0,-0.00,210.0,1.6,7,26,145,3,0.0,0,10.23,0.90,-0.015,0.976,+0.871,,300,,,,30.05,122.800,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,11.8,-346,,,040007FF D86 D86,6,,,1200,ALT,51,21,20,0.0,0,0,29.7,12.3,0,4,0.0,-38,34,48,44,45,44,45,45,45,45,0,0,0,FUEL PRESS/OIL PRESS,,66
