#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2D",product="GDU 460",software_version="8.72",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="55.7",engine_hours="55.7"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,,
2021-01-16,13:14:20,21:14:20,-08:00,+37.5095005,-122.4915032,43,3D (GPSR1),594860.2,0.0,,0,0,0.00,310.1,1.6,11,-170,105,-15,7.5,7,10.93,0.61,-0.011,0.969,+0.626,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.000,+0.00,7595,1.25nm,,,,,Fail/Servo communication fault,,,,,,,,,,,,-13.2,13.9,-335,,,040007FF N100 N100,14,,,,,87,21,18,31.9,76,1350,12.9,12.4,0,4,3.1,-4,1,182,201,205,229,1010,1010,1010,1000,0,0,23,,,66
2021-01-16,13:14:20,21:14:20,-08:00,+37.5095005,-122.4915032,43,3D (GPSR1),594860.2,0.0,,0,0,0.00,310.1,1.6,11,-170,105,-15,7.5,7,10.93,0.61,-0.011,0.969,+0.626,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.000,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,13.9,-335,,,040007FF N100 N100,14,,,,,87,21,18,31.9,76,1350,12.9,12.4,0,4,3.1,-4,1,182,201,205,229,1010,1010,1010,1000,0,0,23,,,66
2021-01-16,13:14:21,21:14:21,-08:00,+37.5094991,-122.4915026,44,3D (GPSR1),594861.1,0.0,,0,0,0.01,310.1,1.6,11,-171,105,-32,7.9,7,10.97,0.67,-0.014,0.946,+0.449,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.000,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,13.9,-336,,,020007FF N100 N100,15,,L+,,,87,21,18,32.3,76,1320,12.8,12.4,0,4,3.0,-4,1,182,202,206,229,1020,1020,1025,1010,0,0,22,,,66
2021-01-16,13:14:22,21:14:22,-08:00,+37.5094991,-122.4915017,44,3D (GPSR1),594862.1,0.0,,0,0,0.00,310.1,1.6,11,-172,104,-19,8.0,7,11.00,0.66,-0.008,0.961,+0.376,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.000,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,13.9,-337,,,040007FF N100 N100,15,,,1200,ALT,88,21,18,31.8,75,1350,13.2,12.4,0,4,3.0,-4,1,183,202,207,230,1030,1030,1040,1020,0,0,22,,,66
2021-01-16,13:14:23,21:14:23,-08:00,+37.5094980,-122.4915032,44,3D (GPSR1),594863.1,0.0,,0,0,0.01,310.1,1.6,11,-169,105,42,7.0,6,10.92,0.68,-0.018,0.953,+0.072,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.000,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,13.9,-336,,,040007FF N100 N100,18,,,1200,ALT,88,21,18,31.9,74,1420,13.6,12.4,0,4,3.0,-4,1,184,203,208,231,1045,1040,1060,1035,0,0,23,,,66
2021-01-16,13:14:24,21:14:24,-08:00,+37.5094988,-122.4915034,44,3D (GPSR1),594864.1,0.0,,0,0,0.00,310.1,1.6,11,-170,106,10,6.3,6,10.94,0.69,-0.015,0.966,-0.283,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.000,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,13.9,-336,,,040007FF N100 N100,18,,,1200,ALT,88,21,18,32.0,74,1450,13.7,12.4,0,4,3.1,-4,1,185,203,208,231,1065,1050,1070,1045,0,0,24,,,66
2021-01-16,13:14:25,21:14:25,-08:00,+37.5094988,-122.4915038,44,3D (GPSR1),594865.1,0.0,,0,0,0.00,310.2,1.6,11,-169,106,32,7.2,6,10.86,0.67,-0.012,0.987,-0.219,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.000,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,13.9,-337,,,040007FF N100 N100,20,,,1200,ALT,88,21,18,31.7,76,1460,13.7,12.4,0,4,3.1,-4,1,186,204,209,232,1080,1065,1085,1060,0,0,25,,,66
2021-01-16,13:14:26,21:14:26,-08:00,+37.5095007,-122.4915046,43,3D (GPSR1),594866.1,0.0,,0,0,0.00,310.1,1.6,11,-169,106,20,8.9,8,10.90,0.58,0.002,0.986,-0.041,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.000,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,13.9,-338,,,040007FF N100 N100,18,,,1200,ALT,88,21,18,31.5,76,1470,13.6,12.4,0,4,3.2,-4,1,187,204,210,233,1095,1080,1100,1070,0,0,25,,,66
2021-01-16,13:14:27,21:14:27,-08:00,+37.5095013,-122.4915040,42,3D (GPSR1),594867.1,0.0,,0,0,0.00,310.1,1.6,11,-170,106,-2,8.8,8,10.91,0.57,-0.030,0.967,+0.283,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.000,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,13.9,-339,,,040007FF N100 N100,17,,,1200,ALT,88,21,18,31.4,77,1470,13.5,12.4,0,4,3.2,-4,1,188,205,211,234,1105,1085,1110,1080,0,0,25,,,66
