#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-24",product="GDU 460",software_version="8.40",system_id="60002EB05E7DB",unit="PFD1"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Target Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Airspeed Command (kt),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flaps,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,Baro,COM1,NavSrc,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,Flaps,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,
2020-03-29,12:38:51,19:38:51,-07:00,+37.5094769,-122.4915083,47,3D,70749.5,0.0,,0,0,-0.02,,1.1,10,-122,34,50,6.3,4,,,0.008,0.963,-3.887,,285,,30.09,,GPS,KPAO,18.2,99,99,0.004,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,18.4,250,,,040001F8 A26 A26,30,,,1200,ALT,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,12:38:52,19:38:52,-07:00,+37.5094769,-122.4915082,45,3D,70749.7,0.0,,0,0,-0.03,,1.1,10,-122,34,31,0.0,6,,,-0.007,0.962,-2.139,,285,,30.09,,GPS,KPAO,18.2,99,99,0.004,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,18.4,250,,,040001F8 A27 A27,26,,,1200,ALT,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,12:38:53,19:38:53,-07:00,+37.5094781,-122.4915074,41,3D,70750.7,0.0,,0,0,-0.01,,1.1,10,-121,34,13,1.7,2,,,0.011,0.969,+2.287,,285,,30.09,,GPS,KPAO,18.2,99,99,0.004,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,18.4,246,,,040001F8 A30 A30,29,,L+,1200,ALT,65,3,4,31.9,80,1230,14.2,12.0,0,3,7.0,-7,-2,45,100,89,101,92,1025,975,1050,990,0,0,21,,
2020-03-29,12:38:54,19:38:54,-07:00,+37.5094799,-122.4915062,38,3D,70751.7,0.0,,0,0,-0.01,,1.1,10,-123,34,-12,0.0,1,,,-0.022,0.960,+6.265,,285,,30.09,122.800,GPS,KPAO,18.2,99,99,0.004,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,18.3,242,,,040001F8 A33 A33,27,,,1200,ALT,65,3,4,32.0,80,1240,14.1,12.0,0,3,7.0,-7,-2,45,101,90,102,94,1040,1000,1055,995,0,0,22,,
2020-03-29,12:38:55,19:38:55,-07:00,+37.5094816,-122.4915046,35,3D,70752.8,0.0,,0,0,-0.01,,1.1,10,-122,33,35,-0.2,1,,,-0.003,0.974,-0.830,,285,,30.09,122.800,GPS,KPAO,18.2,99,99,0.004,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,18.3,238,,,040001F8 A36 A36,26,,,1200,ALT,65,3,4,32.2,80,1260,14.1,12.0,0,3,7.0,-7,-2,45,102,91,104,95,1050,1015,1055,1005,0,0,22,AOA UNCAL,
2020-03-29,12:38:56,19:38:56,-07:00,+37.5094831,-122.4915033,34,3D,70753.7,0.0,,0,0,-0.01,,1.1,10,-121,34,-18,1.7,2,,,0.021,0.967,+4.267,,285,,30.09,122.800,GPS,KPAO,18.2,99,99,0.004,+0.00,7595,1.25nm,,,,,Fail/Communication fault/00000001 00000000,,,,,,,,,,,-13.4,18.3,235,,,040001F8 A39 A39,36,,,1200,ALT,65,3,4,32.2,80,1270,14.0,12.0,0,3,7.0,-7,-2,45,104,92,105,97,1055,1015,1055,1015,0,0,22,AOA UNCAL,
2020-03-29,12:38:57,19:38:57,-07:00,+37.5094844,-122.4915017,32,3D,70754.7,0.0,,0,0,-0.00,,1.1,10,-124,33,-61,0.0,2,,,-0.003,0.954,+2.534,,285,,30.09,122.800,GPS,KPAO,18.2,99,99,0.004,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,18.2,230,,,040001F8 A42 A42,29,,,1200,ALT,65,3,4,32.4,80,1270,13.8,12.0,0,3,6.9,-7,-2,45,105,93,107,99,1065,1010,1065,1020,0,0,22,AOA UNCAL,
2020-03-29,12:38:58,19:38:58,-07:00,+37.5094856,-122.4915014,31,3D,70755.7,0.0,,0,0,0.00,,1.1,10,-124,32,-3,0.1,1,,,-0.022,0.970,-0.174,,285,,30.09,122.800,GPS,KPAO,18.2,99,99,0.005,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,18.2,226,,,040001F8 A44 A44,31,,,1200,ALT,65,3,4,32.6,80,1280,13.7,12.0,0,3,6.9,-7,-2,45,106,94,108,100,1075,1030,1070,1035,0,0,22,AOA UNCAL,
2020-03-29,12:38:59,19:38:59,-07:00,+37.5094861,-122.4915014,30,3D,70756.7,0.0,,0,0,-0.00,,1.1,10,-124,32,-39,3.8,6,,,-0.006,0.982,+0.582,,285,,30.09,122.800,GPS,KPAO,18.2,99,99,0.005,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,18.2,223,,,040001F8 A47 A47,27,,,1200,ALT,65,3,4,32.4,80,1280,13.8,12.1,0,3,7.0,-7,-2,45,107,95,110,102,1075,1045,1075,1040,0,0,22,AOA UNCAL,
