#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2L",product="GDU 460",software_version="9.00",system_id="60002EB05E7DB",unit="PFD1",airframe_hours="146.9",engine_hours="146.9"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Height Above Ground (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,FP,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,AGL,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,,,,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,E1 %Pwr,,,
2022-02-25,11:34:51,19:34:51,-08:00,+36.9345345,-121.7881340,118,3D-,502509.5,0.0,,0,0,0.06,,1.1,9,-200,158,-2,0.0,0,,,-0.013,0.977,+0.946,,20,,,,30.31,,GPS1,,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.0,18.2,125,,,,081001F8 A28 A28,6,,,,,159,12,13,27.7,0,0,30.1,12.4,0,6,0.0,-3,39,0.84,0.01,0.01,185,189,196,191,150,145,155,145,0,0,,,101
2022-02-25,11:34:52,19:34:52,-08:00,+36.9345785,-121.7881610,122,3D (SFD1),502492.4,0.0,,0,0,-0.02,,1.1,10,-200,158,-3,0.0,-0,,,-0.013,0.978,+0.970,,20,,,,30.31,,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.0,18.1,124,,,,081001F8 A29 A29,5,,L+,,,159,12,13,27.7,0,0,30.1,12.4,0,7,0.0,-3,39,0.77,0.01,0.01,185,189,196,191,150,145,155,145,0,0,,,101
2022-02-25,11:34:53,19:34:53,-08:00,+36.9345763,-121.7881555,117,3D (SFD1),502493.4,0.0,,0,0,0.01,,1.1,9,-200,158,5,0.0,-0,,,-0.013,0.979,+1.032,,20,,,,30.31,122.800,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.0,18.1,123,,,,081001F8 A31 A31,5,,,,,159,12,13,27.7,0,0,30.1,12.4,0,7,0.0,-3,39,0.65,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:34:54,19:34:54,-08:00,+36.9345772,-121.7881634,120,3D (SFD1),502494.4,0.1,,0,0,-0.10,,1.1,9,-200,158,-4,0.0,0,,,-0.014,0.978,+1.069,,20,,,,30.31,122.800,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.0,18.1,123,,,,081001F8 A34 A34,5,,,1200,ALT,159,12,13,27.7,0,0,30.1,12.4,0,7,0.0,-3,39,0.48,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:34:55,19:34:55,-08:00,+36.9345718,-121.7881544,112,3D (SFD1),502495.4,0.1,,0,0,0.02,,1.1,10,-200,158,-4,0.0,1,,,-0.014,0.977,+1.123,,20,,,,30.31,122.800,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.0,18.1,121,,,,081001F8 A35 A35,6,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,7,0.0,-3,39,0.30,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:34:56,19:34:56,-08:00,+36.9345730,-121.7881586,110,3D (SFD1),502496.4,0.1,,0,0,0.05,,1.1,10,-200,158,-1,0.0,0,,,-0.012,0.977,+1.154,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,LPV,,,,,Powerup,,,,,,,,,,,,0.0,18.1,120,,,,081101F8 A38 A38,6,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,7,0.0,-3,39,0.15,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:34:57,19:34:57,-08:00,+36.9345734,-121.7881571,120,3D (SFD1),502497.4,0.1,,0,0,0.02,,1.1,10,-200,158,1,0.0,0,,,-0.012,0.978,+1.239,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail / Servo communication fault / 00000001 00000000,,,,,,,,,,,,-13.0,18.1,119,,,,081101F8 A41 A41,6,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,7,0.0,-3,39,0.07,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:34:58,19:34:58,-08:00,+36.9345625,-121.7881539,121,3D (SFD1),502498.4,0.1,,0,0,-0.01,,1.1,10,-200,158,3,0.0,0,,,-0.012,0.978,+1.308,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,18.1,118,,,,081101F8 A43 A43,5,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.03,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:34:59,19:34:59,-08:00,+36.9345366,-121.7881462,118,3D,502517.4,0.0,,0,0,0.00,,1.1,10,-200,158,-5,0.0,-0,,,-0.014,0.977,+1.354,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,18.1,117,,,,040001F8 A45 A45,8,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.01,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:00,19:35:00,-08:00,+36.9345366,-121.7881475,118,3D,502518.4,0.0,,0,0,-0.00,,1.1,10,-200,158,-4,0.0,-0,,,-0.012,0.980,+1.338,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,18.1,115,,,,040001F8 A48 A48,7,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:01,19:35:01,-08:00,+36.9345374,-121.7881492,117,3D,502519.4,0.0,,0,0,0.00,,1.1,10,-200,158,-1,0.0,0,,,-0.013,0.977,+1.385,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,18.0,113,,,,040001F8 A51 A51,6,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:02,19:35:02,-08:00,+36.9345384,-121.7881509,116,3D,502520.4,0.0,,0,0,-0.00,,1.1,10,-200,158,3,0.0,0,,,-0.008,0.982,+1.429,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,18.0,112,,,,040001F8 A53 A53,8,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:03,19:35:03,-08:00,+36.9345392,-121.7881524,115,3D,502521.4,0.0,,0,0,0.00,,1.1,10,-200,158,0,0.0,0,,,-0.013,0.975,+1.414,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,18.0,111,,,,040001F8 A56 A56,8,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:04,19:35:04,-08:00,+36.9345402,-121.7881541,115,3D,502522.4,0.0,,0,0,-0.00,,1.1,10,-200,158,-3,0.0,0,,,-0.013,0.978,+1.327,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,18.0,109,,,,040001F8 A58 A58,6,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:05,19:35:05,-08:00,+36.9345411,-121.7881553,114,3D,502523.4,0.0,,0,0,-0.00,,1.1,10,-200,158,-0,0.0,-0,,,-0.011,0.977,+1.194,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,18.0,107,,,,040001F8 A61 A61,6,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:06,19:35:06,-08:00,+36.9345416,-121.7881561,114,3D,502524.4,0.0,,0,0,0.01,,1.1,10,-200,158,-1,0.0,0,,,-0.012,0.979,+1.108,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,18.0,107,,,,040001F8 A63 A63,6,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:07,19:35:07,-08:00,+36.9345420,-121.7881570,114,3D,502525.4,0.0,,0,0,-0.00,,1.1,10,-200,158,-0,0.0,0,,,-0.012,0.976,+1.053,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,18.0,105,,,,040001F8 A65 A65,6,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:08,19:35:08,-08:00,+36.9345424,-121.7881567,115,3D,502526.4,0.0,,0,0,-0.00,,1.1,10,-200,158,-0,0.0,0,,,-0.014,0.979,+1.008,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,18.0,104,,,,040001F8 A68 A68,6,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,189,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:09,19:35:09,-08:00,+36.9345428,-121.7881561,115,3D,502527.4,0.0,,0,0,-0.00,,1.1,10,-200,158,0,0.0,0,,,-0.013,0.977,+0.970,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,18.0,103,,,,040001F8 A69 A69,5,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:10,19:35:10,-08:00,+36.9345426,-121.7881552,115,3D,502528.4,0.0,,0,0,-0.00,,1.1,10,-200,158,-7,0.0,-0,,,-0.013,0.978,+0.933,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,18.0,102,,,,040001F8 A72 A72,5,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:11,19:35:11,-08:00,+36.9345425,-121.7881537,116,3D,502529.4,0.0,,0,0,-0.01,,1.4,10,-200,158,-5,0.0,-0,,,-0.013,0.978,+0.888,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,17.9,101,,,,040001F8 A75 A75,7,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:12,19:35:12,-08:00,+36.9345426,-121.7881528,116,3D,502530.4,0.0,,0,0,-0.00,,1.1,10,-200,158,0,0.0,0,,,-0.014,0.978,+0.917,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,17.9,100,,,,040001F8 A77 A77,5,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:13,19:35:13,-08:00,+36.9345427,-121.7881517,116,3D,502531.4,0.0,,0,0,-0.00,,1.4,10,-200,158,1,0.0,0,,,-0.013,0.978,+0.978,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,17.9,99,,,,040001F8 A80 A80,5,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:14,19:35:14,-08:00,+36.9345428,-121.7881499,117,3D,502532.4,0.0,,0,0,-0.00,,1.1,10,-200,158,8,0.0,0,,,-0.013,0.978,+1.045,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,17.9,99,,,,040001F8 A83 A83,6,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:15,19:35:15,-08:00,+36.9345427,-121.7881492,117,3D,502533.4,0.0,,0,0,-0.00,,1.1,10,-200,158,-2,0.0,-0,,,-0.012,0.977,+1.131,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,17.9,98,,,,040001F8 A85 A85,5,,,1200,ALT,159,12,13,27.7,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:16,19:35:16,-08:00,+36.9345424,-121.7881480,117,3D,502534.4,0.0,,0,0,-0.01,,1.1,10,-200,158,-1,0.0,-0,,,-0.013,0.978,+1.203,,20,,,,30.31,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,17.9,97,,,,040001F8 A88 A88,5,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:17,19:35:17,-08:00,+36.9345423,-121.7881470,118,3D,502535.4,0.0,,0,0,-0.01,,1.1,10,-200,158,-2,0.0,0,,,-0.015,0.978,+1.296,,20,,,,30.31,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,17.9,96,,,,040001F8 A91 A91,6,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:18,19:35:18,-08:00,+36.9345422,-121.7881456,118,3D,502536.4,0.0,,0,0,-0.00,,1.1,10,-200,158,-3,0.0,0,,,-0.012,0.976,+1.362,,20,,,,30.31,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,17.9,96,,,,040001F8 A94 A94,6,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:19,19:35:19,-08:00,+36.9345421,-121.7881450,118,3D,502537.4,0.0,,0,0,0.00,,1.1,10,-200,158,-0,0.0,0,,,-0.014,0.976,+1.533,,20,,,,30.31,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,17.9,95,,,,040001F8 A97 A97,6,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:20,19:35:20,-08:00,+36.9345421,-121.7881441,118,3D,502538.4,0.0,,0,0,-0.00,,1.4,10,-200,158,7,0.0,0,,,-0.012,0.977,+1.650,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,17.9,94,,,,040001F8 A98 A98,5,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:21,19:35:21,-08:00,+36.9345419,-121.7881429,118,3D,502539.4,0.0,,0,0,-0.00,73.6,1.1,10,-200,158,-3,0.0,0,10.67,0.71,-0.013,0.977,+1.650,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.0,17.9,94,,,,040007FF D7 D7,6,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:22,19:35:22,-08:00,+36.9345419,-121.7881427,118,3D,502540.4,0.0,,0,0,0.00,73.6,1.1,10,-200,158,-1,0.0,0,10.65,0.75,-0.011,0.981,+1.546,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,-13.0,17.9,93,,,,040007FF D19 D19,8,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:23,19:35:23,-08:00,+36.9345419,-121.7881427,118,3D,502541.4,0.0,,0,0,0.00,73.6,1.1,10,-200,158,3,0.0,0,10.66,0.76,-0.014,0.975,+1.417,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,-13.0,17.9,93,,,,040007FF D31 D31,6,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:24,19:35:24,-08:00,+36.9345419,-121.7881426,118,3D,502542.4,0.0,,0,0,-0.00,73.6,1.1,10,-200,158,4,0.0,-0,10.69,0.75,-0.013,0.979,+1.314,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,-13.0,17.9,92,,,,040007FF D41 D41,6,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:25,19:35:25,-08:00,+36.9345418,-121.7881426,118,3D,502543.4,0.0,,0,0,-0.00,73.6,1.1,10,-200,158,1,0.0,-0,10.73,0.71,-0.015,0.977,+1.199,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,-13.0,17.9,92,,,,040007FF D53 D53,6,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:26,19:35:26,-08:00,+36.9345419,-121.7881426,118,3D,502544.4,0.0,,0,0,0.00,73.7,1.1,10,-200,158,-0,-0.0,-0,10.71,0.76,-0.012,0.977,+1.144,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,-13.0,17.9,92,,,,040007FF D60 D60,5,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:27,19:35:27,-08:00,+36.9345418,-121.7881426,118,3D,502545.5,0.0,,0,0,-0.00,73.6,1.1,10,-200,158,-2,-0.0,-0,10.78,0.77,-0.014,0.978,+1.070,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,-13.0,17.9,91,,,,040007FF D70 D70,6,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:28,19:35:28,-08:00,+36.9345418,-121.7881426,118,3D,502546.4,0.0,,0,0,-0.00,73.6,1.1,10,-200,158,-4,0.0,-0,10.74,0.79,-0.013,0.978,+1.034,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,-13.0,17.9,91,,,,040007FF D79 D79,6,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:29,19:35:29,-08:00,+36.9345418,-121.7881426,118,3D,502547.4,0.0,,0,0,-0.00,73.5,1.1,10,-200,158,3,0.0,0,10.76,0.77,-0.013,0.978,+1.043,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,-13.0,17.9,90,,,,040007FF D86 D86,6,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:30,19:35:30,-08:00,+36.9345418,-121.7881426,118,3D,502548.4,0.0,,0,0,-0.00,73.6,1.1,10,-200,158,1,-0.0,0,10.72,0.79,-0.013,0.977,+1.054,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,-13.0,17.8,89,,,,040007FF D98 D98,5,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:31,19:35:31,-08:00,+36.9345418,-121.7881426,118,3D,502549.4,0.0,,0,0,-0.00,73.7,1.4,10,-200,158,1,0.0,0,10.66,0.81,-0.013,0.978,+1.044,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,-13.0,17.8,89,,,,040007FF D98 D98,5,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:32,19:35:32,-08:00,+36.9345418,-121.7881426,118,3D,502550.4,0.0,,0,0,-0.00,73.7,1.4,10,-200,158,-2,0.0,0,10.65,0.77,-0.012,0.977,+1.067,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,-13.0,17.8,88,,,,040007FF D98 D98,5,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:33,19:35:33,-08:00,+36.9345418,-121.7881426,118,3D,502551.4,0.0,,0,0,-0.00,73.7,1.4,10,-200,158,-1,0.0,0,10.65,0.78,-0.014,0.977,+1.212,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,-13.0,17.8,88,,,,040007FF D98 D98,6,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:34,19:35:34,-08:00,+36.9345417,-121.7881426,118,3D,502552.4,0.0,,0,0,0.00,73.6,1.4,10,-200,158,7,-0.0,0,10.65,0.77,-0.013,0.978,+1.350,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,-13.0,17.8,88,,,,040007FF D98 D98,6,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:35,19:35:35,-08:00,+36.9345417,-121.7881425,118,3D,502553.4,0.0,,0,0,0.00,73.6,1.4,10,-200,158,-1,0.0,-0,10.71,0.76,-0.014,0.977,+1.454,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,-13.0,17.8,87,,,,040007FF D98 D98,5,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
2022-02-25,11:35:36,19:35:36,-08:00,+36.9345417,-121.7881425,118,3D,502554.4,0.0,,0,0,-0.00,73.6,1.4,10,-200,158,-1,0.0,-0,10.70,0.74,-0.013,0.978,+1.528,,20,,,,30.31,122.800,GPS1,LOI,,,,,,,,TERM,,,,,Fail,,,,,,,,,,,,-13.0,17.8,87,,,,040007FF N2 N2,5,,,1200,ALT,159,12,13,27.6,0,0,30.2,12.4,0,6,0.0,-3,39,0.00,0.01,0.01,185,190,196,191,150,145,155,145,0,0,OIL PRESS,,101
