Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Height Above Ground (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,FP,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,AGL,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,,,,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,E1 %Pwr,,,
2022-02-25,11:40:10,19:40:10,-08:00,+36.9372530,-121.7881147,140,3DDiff,502828.4,5.3,,2,2,-0.02,19.7,1.1,13,-192,166,3,2.1,3,10.99,1.31,-0.013,0.959,+1.192,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.109,-0.11,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-54,,,,040007FF N100 N100,33,,,1200,ALT,157,12,14,30.3,55,1050,13.5,14.1,17,16,1.6,-3,39,0.00,0.01,0.01,274,268,282,276,1065,1020,915,1065,0,14,,,101
2022-02-25,11:40:11,19:40:11,-08:00,+36.9372763,-121.7880948,140,3DDiff,502829.4,5.9,,2,3,-0.02,19.8,1.1,13,-192,166,13,4.1,4,10.84,1.17,-0.010,0.906,+1.296,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.109,-0.11,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-54,,,,040007FF N100 N100,36,,,1200,ALT,157,12,14,30.5,56,1130,13.4,14.1,17,15,1.7,-3,39,0.00,0.01,0.01,275,269,282,276,1075,1030,950,1075,0,14,,,101
2022-02-25,11:40:12,19:40:12,-08:00,+36.9373027,-121.7880737,140,3DDiff,502830.4,6.8,,2,3,0.02,20.4,1.1,13,-191,166,17,6.6,6,10.68,1.49,-0.036,0.949,+1.264,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.113,-0.11,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-52,,,,040007FF N100 N100,61,,,1200,ALT,157,12,14,30.6,57,1160,13.0,14.1,17,15,1.7,-3,39,0.00,0.01,0.01,275,269,282,277,1090,1045,1005,1080,0,14,,,101
2022-02-25,11:40:13,19:40:13,-08:00,+36.9373325,-121.7880508,140,3DDiff,502831.4,7.6,,2,3,0.01,20.5,1.1,13,-191,167,16,7.9,7,10.94,1.06,0.011,1.007,+1.130,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.113,-0.11,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-51,,,,040007FF N100 N100,70,,,1200,ALT,157,12,14,30.6,58,1180,12.7,14.1,17,15,1.6,-3,39,0.00,0.01,0.01,276,270,282,277,1100,1065,1035,1085,0,14,,,101
2022-02-25,11:40:14,19:40:14,-08:00,+36.9373657,-121.7880245,140,3DDiff,502832.4,8.5,,3,4,-0.00,20.5,1.1,13,-191,167,17,9.0,8,10.59,0.84,-0.011,0.965,+0.968,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.117,-0.12,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-50,,,,040007FF N100 N100,143,,,1200,ALT,157,12,14,30.6,58,1180,12.4,14.1,17,15,1.6,-3,39,0.00,0.01,0.01,276,270,283,278,1115,1075,1050,1095,0,14,,,101
2022-02-25,11:40:15,19:40:15,-08:00,+36.9374013,-121.7879943,140,3DDiff,502833.4,9.2,,3,4,0.00,20.2,1.1,13,-191,167,-2,10.7,10,10.96,1.29,-0.027,0.940,+0.807,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.121,-0.12,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-50,,,,040007FF N100 N100,46,,,1200,ALT,157,12,14,30.6,59,1180,12.2,14.1,17,15,1.6,-3,39,0.00,0.01,0.01,277,271,283,279,1120,1085,1065,1100,0,14,,,101
2022-02-25,11:40:16,19:40:16,-08:00,+36.9374387,-121.7879640,140,3DDiff,502834.4,9.8,,3,4,0.03,20.0,1.1,13,-191,167,10,10.7,10,10.94,1.05,0.022,0.989,+0.671,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.121,-0.12,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-50,,,,040007FF N100 N100,71,,,1200,ALT,157,12,14,30.5,59,1170,12.2,14.1,17,15,1.6,-3,39,0.00,0.01,0.01,277,271,284,279,1130,1090,1080,1100,0,14,,,101
2022-02-25,11:40:17,19:40:17,-08:00,+36.9374788,-121.7879316,140,3DDiff,502835.4,10.2,,3,4,-0.01,20.2,1.1,13,-191,167,-10,10.1,10,11.06,1.41,-0.050,0.964,+0.555,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.125,-0.12,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-50,,,,040007FF N100 N100,32,,,1200,ALT,157,12,14,30.6,59,1120,12.1,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,278,272,284,280,1140,1095,1090,1085,0,14,,,101
2022-02-25,11:40:18,19:40:18,-08:00,+36.9375206,-121.7878978,140,3DDiff,502836.4,10.3,,3,4,0.03,20.4,1.1,13,-191,167,-4,8.8,8,11.08,1.14,-0.043,0.953,+0.427,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.129,-0.13,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-50,,,,020007FF N100 N100,63,,,1200,ALT,157,12,14,30.7,58,1090,12.1,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,278,272,285,280,1140,1095,1105,1065,0,14,,,101
2022-02-25,11:40:19,19:40:19,-08:00,+36.9375618,-121.7878636,140,3DDiff,502837.4,10.5,,3,5,-0.00,20.2,1.1,13,-191,167,-10,7.4,7,10.76,1.10,-0.023,0.954,+0.261,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.133,-0.13,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-50,,,,040007FF N100 N100,48,,,1200,ALT,157,12,14,30.9,58,1100,12.1,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,279,272,285,281,1125,1095,1105,1065,0,14,,,101
2022-02-25,11:40:20,19:40:20,-08:00,+36.9376035,-121.7878295,140,3DDiff,502838.4,10.8,,3,5,0.02,20.0,1.1,13,-191,167,3,6.2,6,10.82,0.95,-0.032,0.959,+0.144,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.133,-0.13,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-51,,,,040007FF N100 N100,70,,,1200,ALT,157,12,14,30.9,58,1110,12.1,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,279,273,285,281,1120,1090,1110,1065,0,14,,,101
2022-02-25,11:40:21,19:40:21,-08:00,+36.9376459,-121.7877948,140,3DDiff,502839.4,11.0,,3,5,0.01,19.2,1.1,13,-191,167,0,6.2,6,11.11,1.17,-0.017,0.999,+0.082,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.137,-0.14,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-51,,,,040007FF N100 N100,77,,,1200,ALT,157,12,14,31.0,58,1110,12.1,14.1,17,15,1.6,-3,39,0.00,0.01,0.01,279,273,286,281,1120,1085,1110,1090,0,14,,,101
2022-02-25,11:40:22,19:40:22,-08:00,+36.9376888,-121.7877625,140,3DDiff,502840.4,11.0,,3,5,-0.00,19.6,1.1,13,-191,167,-7,7.0,7,10.56,1.57,-0.029,0.977,+0.048,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.141,-0.14,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-51,,,,020007FF N100 N100,159,,,1200,ALT,157,12,14,31.1,58,1090,12.1,14.1,17,15,1.6,-3,39,0.00,0.01,0.01,280,273,286,282,1115,1095,1120,1125,0,14,,,101
2022-02-25,11:40:23,19:40:23,-08:00,+36.9377317,-121.7877282,140,3DDiff,502841.4,10.9,,3,5,0.00,19.4,1.1,13,-192,166,-6,7.6,7,11.17,1.19,-0.012,0.976,+0.137,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.145,-0.14,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-51,,,,040007FF N100 N100,122,,,1200,ALT,157,12,14,30.9,58,1100,12.1,14.1,17,15,1.6,-3,39,0.00,0.01,0.01,280,274,287,282,1110,1095,1125,1125,0,14,,,101
2022-02-25,11:40:24,19:40:24,-08:00,+36.9377753,-121.7876946,141,3DDiff,502842.4,10.8,,3,5,-0.01,19.2,1.1,13,-191,166,-6,7.8,7,11.11,1.04,-0.027,0.944,+0.312,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.145,-0.14,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-51,,,,040007FF N100 N100,73,,,1200,ALT,157,12,14,30.7,58,1110,12.1,14.1,17,15,1.6,-3,39,0.00,0.01,0.01,280,274,287,283,1110,1095,1135,1115,0,14,,,101
2022-02-25,11:40:25,19:40:25,-08:00,+36.9378181,-121.7876614,141,3DDiff,502843.4,10.8,,3,5,-0.00,18.7,1.1,13,-192,166,-12,7.6,7,11.07,1.10,-0.008,0.966,+0.490,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.148,-0.15,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-52,,,,040007FF N100 N100,40,,,1200,ALT,157,12,14,30.7,58,1090,12.0,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,281,275,287,283,1105,1095,1135,1110,0,14,,,101
2022-02-25,11:40:26,19:40:26,-08:00,+36.9378596,-121.7876298,141,3DDiff,502844.4,10.5,,3,5,0.03,18.8,1.1,13,-192,166,-18,6.6,6,11.03,1.24,-0.011,0.954,+0.622,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.152,-0.15,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-53,,,,040007FF N100 N100,33,,,1200,ALT,157,12,14,30.9,57,980,11.4,14.1,16,15,1.5,-3,39,0.00,0.01,0.01,281,275,288,283,1100,1090,1125,1100,0,13,,,101
2022-02-25,11:40:27,19:40:27,-08:00,+36.9379004,-121.7875992,141,3DDiff,502845.4,10.3,,3,5,0.02,18.8,1.1,13,-192,166,-4,5.3,5,11.10,1.37,-0.007,0.980,+0.686,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.156,-0.16,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-53,,,,020007FF N100 N100,31,,,1200,ALT,157,12,14,31.0,56,890,11.3,14.1,16,15,1.3,-3,39,0.00,0.01,0.01,281,275,288,284,1095,1050,1110,1090,0,12,,,101
2022-02-25,11:40:28,19:40:28,-08:00,+36.9379415,-121.7875681,141,3DDiff,502846.4,10.3,,3,5,0.03,18.7,1.1,13,-192,166,-1,4.6,4,11.05,1.47,-0.006,1.000,+0.742,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.156,-0.16,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-53,,,,040007FF N100 N100,32,,,1200,ALT,157,12,14,30.9,54,820,11.7,14.1,16,15,1.3,-3,39,0.00,0.01,0.01,281,275,288,284,1085,1025,1095,1050,0,11,,,101
2022-02-25,11:40:29,19:40:29,-08:00,+36.9379811,-121.7875375,141,3DDiff,502847.4,10.1,,3,4,0.00,18.1,1.1,13,-192,166,1,3.3,3,11.06,1.48,-0.027,0.972,+0.672,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.160,-0.16,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-53,,,,020007FF N100 N100,29,,,1200,ALT,157,12,14,30.7,53,810,12.3,14.1,16,15,1.3,-3,39,0.00,0.01,0.01,282,276,288,284,1080,1025,1085,1040,0,11,,,101
2022-02-25,11:40:30,19:40:30,-08:00,+36.9380196,-121.7875095,141,3DDiff,502848.4,9.8,,2,4,0.02,17.4,1.1,13,-192,166,-3,1.4,2,11.17,1.69,-0.014,0.970,+0.666,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.164,-0.16,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-53,,,,020007FF N100 N100,23,,,1200,ALT,157,12,14,31.0,52,830,12.5,14.1,16,15,1.4,-3,39,0.00,0.01,0.01,282,276,289,284,1065,1025,1075,1030,0,12,,,101
2022-02-25,11:40:31,19:40:31,-08:00,+36.9380575,-121.7874829,141,3DDiff,502849.4,9.4,,2,4,0.03,17.0,1.1,13,-192,166,9,0.9,1,11.19,1.70,-0.004,0.996,+0.799,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.164,-0.16,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-53,,,,040007FF N100 N100,25,,,1200,ALT,157,12,14,30.9,52,830,12.6,14.1,16,15,1.4,-3,39,0.00,0.01,0.01,282,276,289,284,1055,1025,1065,1020,0,12,,,101
2022-02-25,11:40:32,19:40:32,-08:00,+36.9380945,-121.7874573,141,3DDiff,502850.4,9.0,,2,4,0.02,16.1,1.1,13,-192,166,2,0.2,1,11.11,1.43,-0.020,1.000,+0.915,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.168,-0.17,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-54,,,,040007FF N100 N100,30,,,1200,ALT,157,12,14,30.9,52,820,12.6,14.1,16,15,1.4,-3,39,0.00,0.01,0.01,282,276,289,284,1050,1020,1060,1015,0,12,,,101
2022-02-25,11:40:33,19:40:33,-08:00,+36.9381288,-121.7874334,141,3DDiff,502851.4,8.5,,2,4,0.01,14.3,1.1,13,-192,166,8,0.0,0,11.15,1.29,-0.019,0.974,+1.004,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.172,-0.17,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-54,,,,020007FF N100 N100,34,,,1200,ALT,157,12,14,31.0,51,800,12.7,14.1,16,15,1.4,-3,39,0.00,0.01,0.01,282,276,289,285,1045,1025,1050,1020,0,12,,,101
2022-02-25,11:40:34,19:40:34,-08:00,+36.9381614,-121.7874094,141,3DDiff,502852.4,8.0,,2,4,0.01,11.2,1.1,13,-192,166,10,-0.0,0,11.23,1.23,-0.009,0.944,+1.146,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.172,-0.17,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-54,,,,020007FF N100 N100,44,,,1200,ALT,157,12,14,30.5,51,800,12.8,14.1,16,15,1.5,-3,39,0.00,0.01,0.01,282,276,289,285,1035,1020,1050,1010,0,12,,,101
2022-02-25,11:40:35,19:40:35,-08:00,+36.9381928,-121.7873897,141,3DDiff,502853.4,7.8,,2,4,0.02,9.6,1.1,13,-191,166,12,0.0,0,11.35,1.29,-0.029,0.976,+1.276,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.176,-0.18,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-54,,,,020007FF N100 N100,32,,,1200,ALT,157,12,14,30.7,51,800,12.9,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,282,276,289,285,1025,1005,1025,1020,0,13,,,101
2022-02-25,11:40:36,19:40:36,-08:00,+36.9382256,-121.7873730,141,3DDiff,502854.4,7.8,,1,4,0.03,8.9,1.1,13,-192,166,11,0.0,0,11.32,1.24,-0.021,0.980,+1.453,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.176,-0.18,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-54,,,,020007FF N100 N100,31,,,1200,ALT,157,12,14,30.3,51,810,12.9,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,282,277,289,285,1020,1005,1025,1025,0,13,,,101
2022-02-25,11:40:37,19:40:37,-08:00,+36.9382582,-121.7873574,141,3DDiff,502855.4,7.7,,1,4,0.01,9.5,1.1,13,-191,166,12,0.0,1,11.33,1.19,-0.010,0.983,+1.629,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.180,-0.18,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-54,,,,040007FF N100 N100,44,,,1200,ALT,157,12,14,30.4,51,780,12.9,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,282,277,289,285,1020,990,1025,1015,0,13,,,101
2022-02-25,11:40:38,19:40:38,-08:00,+36.9382885,-121.7873438,141,3DDiff,502856.4,7.2,,1,3,0.02,10.1,1.1,13,-191,167,4,0.2,1,11.36,1.07,0.064,0.972,+1.786,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.180,-0.18,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-53,,,,020007FF N100 N100,46,,,1200,ALT,157,12,14,30.3,51,780,13.0,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,283,277,289,285,1015,980,1015,1015,0,13,,,101
2022-02-25,11:40:39,19:40:39,-08:00,+36.9383181,-121.7873292,141,3DDiff,502857.4,7.0,,1,3,0.02,10.7,1.1,13,-191,167,-0,0.1,1,11.34,1.09,-0.029,0.998,+1.901,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.184,-0.18,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-54,,,,020007FF N100 N100,41,,,1200,ALT,157,12,14,29.6,51,780,13.2,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,283,277,290,286,1015,975,1010,1005,0,13,,,101
2022-02-25,11:40:40,19:40:40,-08:00,+36.9383484,-121.7873153,141,3DDiff,502858.4,6.9,,1,3,0.02,11.8,1.1,13,-191,166,7,-0.0,1,11.37,1.04,-0.011,0.959,+2.145,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.184,-0.18,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-54,,,,020007FF N100 N100,30,,,1200,ALT,157,12,14,29.7,51,780,13.2,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,283,277,290,286,1010,975,1010,1000,0,13,,,101
2022-02-25,11:40:41,19:40:41,-08:00,+36.9383756,-121.7873039,141,3DDiff,502859.4,6.3,,1,3,0.01,13.6,1.1,13,-191,167,18,-0.0,-0,11.50,1.10,0.026,0.992,+2.360,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.188,-0.19,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-54,,,,020007FF N100 N100,34,,,1200,ALT,157,12,14,30.3,51,790,13.2,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,283,277,290,286,1010,985,1005,1000,0,13,,,101
2022-02-25,11:40:42,19:40:42,-08:00,+36.9383997,-121.7872897,141,3DDiff,502860.4,5.8,,1,3,0.06,13.0,1.1,13,-191,167,2,0.0,0,11.63,1.01,0.022,0.962,+2.384,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.188,-0.19,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-54,,,,020007FF N100 N100,41,,,1200,ALT,157,12,14,30.7,51,760,13.1,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,283,277,290,286,1000,975,1005,1000,0,13,,,101
2022-02-25,11:40:43,19:40:43,-08:00,+36.9384232,-121.7872754,141,3DDiff,502861.4,5.5,,1,2,0.05,8.5,1.1,13,-191,167,6,0.0,0,11.74,1.05,-0.002,0.982,+2.210,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.191,-0.19,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-54,,,,020007FF N100 N100,36,,,1200,ALT,157,12,14,31.0,50,760,13.3,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,283,277,290,286,1000,965,1000,1000,0,12,,,101
2022-02-25,11:40:44,19:40:44,-08:00,+36.9384465,-121.7872637,141,3DDiff,502862.5,5.3,,1,2,0.01,3.2,1.1,13,-190,167,25,0.3,1,11.80,1.10,0.009,0.997,+2.014,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.191,-0.19,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-54,,,,020007FF N100 N100,73,,,1200,ALT,157,12,14,31.1,50,770,13.5,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,283,278,290,286,995,965,1000,990,0,13,,,101
2022-02-25,11:40:45,19:40:45,-08:00,+36.9384698,-121.7872563,141,3DDiff,502863.4,5.1,,1,3,0.01,358.3,1.1,13,-190,168,8,0.3,1,11.85,1.12,-0.063,0.949,+1.855,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.191,-0.19,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-53,,,,020007FF N100 N100,73,,,1200,ALT,157,12,14,31.3,50,780,13.4,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,283,278,290,287,990,955,1000,990,0,13,,,101
2022-02-25,11:40:46,19:40:46,-08:00,+36.9384949,-121.7872513,142,3DDiff,502864.4,5.2,,0,3,0.04,353.5,1.1,13,-190,168,14,1.1,2,11.91,1.17,-0.058,0.960,+1.742,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.195,-0.20,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-52,,,,020007FF N100 N100,52,,,1200,ALT,157,12,14,30.8,50,790,13.4,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,283,278,290,287,990,945,1000,985,0,13,,,101
2022-02-25,11:40:47,19:40:47,-08:00,+36.9385218,-121.7872526,142,3DDiff,502865.4,5.3,,0,3,0.01,348.4,1.1,13,-190,168,1,1.1,2,11.91,1.08,-0.063,0.993,+1.614,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.195,-0.20,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.5,-51,,,,020007FF N100 N100,74,,,1200,ALT,157,12,14,30.6,50,830,13.3,14.1,16,15,1.6,-3,39,0.00,0.01,0.01,283,278,291,287,990,950,1000,995,0,13,,,101
2022-02-25,11:40:48,19:40:48,-08:00,+36.9385508,-121.7872537,141,3DDiff,502866.4,5.5,,-0,3,0.01,345.1,1.1,13,-189,168,12,1.8,3,11.96,1.26,-0.067,0.967,+1.441,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.195,-0.20,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-51,,,,080007FF N100 N100,62,,,1200,ALT,157,12,14,30.8,51,860,13.0,14.1,16,15,1.4,-3,39,0.00,0.01,0.01,284,278,291,287,995,955,1000,1000,0,13,,,101
2022-02-25,11:40:49,19:40:49,-08:00,+36.9385794,-121.7872547,141,3DDiff,502867.4,5.8,,-0,3,0.03,346.5,1.1,13,-189,168,12,2.9,3,11.99,1.12,-0.026,0.962,+1.203,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.199,-0.20,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-50,,,,080007FF N100 N100,46,,,1200,ALT,157,12,14,31.0,51,860,12.7,14.1,16,15,1.3,-3,39,0.00,0.01,0.01,284,278,291,287,995,960,1000,1000,0,12,,,101
2022-02-25,11:40:50,19:40:50,-08:00,+36.9386096,-121.7872547,141,3DDiff,502868.4,6.0,,0,3,0.00,350.1,1.1,13,-189,168,5,2.4,3,11.94,0.73,0.004,0.950,+1.057,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.199,-0.20,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-49,,,,080007FF N100 N100,21,,,1200,ALT,157,12,14,31.0,52,870,12.5,14.1,16,15,1.2,-3,39,0.00,0.01,0.01,284,278,291,287,1000,965,1005,1005,0,11,,,101
2022-02-25,11:40:51,19:40:51,-08:00,+36.9386384,-121.7872517,141,3DDiff,502869.4,6.1,,0,3,0.02,353.8,1.1,13,-189,168,-6,1.2,2,11.91,0.42,0.005,0.964,+0.930,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.203,-0.20,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-47,,,,040007FF N100 N100,20,,,1200,ALT,157,12,14,31.0,52,870,12.3,14.1,16,15,1.2,-3,39,0.00,0.01,0.01,284,279,291,287,1005,970,1010,1015,0,11,,,101
2022-02-25,11:40:52,19:40:52,-08:00,+36.9386672,-121.7872447,141,3DDiff,502870.4,6.2,,1,3,0.02,359.9,1.1,13,-189,168,-0,0.4,1,11.83,0.74,0.024,0.981,+0.759,,20,4600,,,30.31,122.800,GPS1,,17CL,25.0,291,292,-0.203,-0.20,6076,TERM,,,,,,,,,,,,,,,,,-13.0,16.6,-47,,,,020007FF N100 N100,53,,,1200,ALT,157,12,14,31.0,52,870,12.3,14.1,16,15,1.2,-3,39,0.00,0.01,0.01,285,279,292,288,1005,985,1010,1015,0,10,,,101
