#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-24",product="GDU 460",software_version="8.40",system_id="60002EB05E7DB",unit="PFD1"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Target Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Airspeed Command (kt),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flaps,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,Baro,COM1,NavSrc,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,Flaps,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,
2020-04-11,10:23:19,17:23:19,-07:00,+37.5094722,-122.4915041,25,3D,581017.3,0.4,,0,0,0.13,,1.6,6,-72,-352,11,-0.0,1,,,-0.001,0.977,+2.468,,271,,29.62,122.800,GPS,KPAO,18.2,99,99,-0.000,+0.00,7595,1.25nm,,,,,Fail/Communication fault/00000001 00000000,,,,,,,,,,,-13.4,12.1,-430,,,080001F8 A94 A94,24,,,1200,ALT,59,5,5,32.9,77,940,16.7,14.4,5,2,3.8,-8,-3,45,114,118,112,129,1150,1165,1185,1100,0,0,19,AOA UNCAL,
2020-04-11,10:23:20,17:23:20,-07:00,+37.5094724,-122.4915021,27,3D,581018.1,0.1,,0,0,0.02,,1.6,6,-72,-352,-2,0.0,2,,,-0.001,0.996,+2.066,,271,,29.62,122.800,GPS,KPAO,18.2,99,99,-0.000,-0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.1,-431,,,040001F8 A96 A96,27,,,1200,ALT,59,5,5,32.8,77,940,16.7,14.4,5,2,3.8,-8,-3,45,114,119,113,130,1150,1160,1185,1100,0,0,20,AOA UNCAL,
2020-04-11,10:23:21,17:23:21,-07:00,+37.5094732,-122.4914999,28,3D,581019.1,0.0,,0,0,0.02,,1.6,6,-73,-352,-6,-0.0,1,,,-0.021,0.992,+0.442,,271,,29.62,122.800,GPS,KPAO,18.2,99,99,-0.000,-0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.1,-431,,,040001F8 A99 A99,25,,,1200,ALT,59,5,5,32.9,77,940,16.7,14.4,5,2,3.8,-8,-3,45,115,120,114,131,1155,1155,1190,1095,0,0,20,AOA UNCAL,
2020-04-11,10:23:22,17:23:22,-07:00,+37.5094730,-122.4914978,29,3D,581020.1,0.0,,0,0,0.02,306.8,1.6,6,-73,-352,-5,0.0,0,11.87,0.52,-0.014,0.983,+1.247,,271,,29.62,122.800,GPS,KPAO,18.2,99,99,0.000,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.1,-432,,,040007FF D10 D10,27,,,1200,ALT,59,5,5,32.8,77,940,16.7,14.4,5,2,3.8,-8,-3,45,116,121,115,132,1155,1155,1190,1095,0,0,20,AOA UNCAL,
2020-04-11,10:23:23,17:23:23,-07:00,+37.5094719,-122.4914960,32,3D,581021.1,0.0,,0,0,0.01,306.8,1.6,6,-73,-352,-14,0.0,1,11.72,0.67,-0.008,0.958,-0.342,,271,,29.62,122.800,GPS,KPAO,18.2,99,99,0.000,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.1,-433,,,040007FF D17 D17,28,,,1200,ALT,59,5,5,32.9,77,940,16.7,14.4,5,2,3.8,-8,-3,45,118,123,116,134,1155,1150,1195,1095,0,0,20,AOA UNCAL,
2020-04-11,10:23:24,17:23:24,-07:00,+37.5094702,-122.4914936,35,3D,581022.1,0.0,,0,0,0.00,306.8,1.6,6,-74,-353,-20,0.0,1,11.76,0.62,-0.004,0.959,+0.674,,271,,29.62,122.800,GPS,KPAO,18.2,99,99,-0.000,-0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.1,-434,,,040007FF D22 D22,27,,,1200,ALT,59,5,5,32.9,77,940,16.8,14.4,5,2,3.8,-8,-3,45,119,124,117,135,1160,1150,1195,1095,0,0,20,AOA UNCAL,
2020-04-11,10:23:25,17:23:25,-07:00,+37.5094755,-122.4914968,31,3D,581023.1,0.0,,0,0,0.01,306.7,1.1,10,-73,-353,-1,0.0,1,11.70,0.72,-0.022,0.977,+1.377,,271,,29.62,122.800,GPS,KPAO,18.2,99,99,0.000,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.1,-435,,,040007FF D31 D31,25,,,1200,ALT,60,5,5,32.9,77,940,16.9,14.4,5,2,3.8,-8,-3,45,120,125,118,136,1160,1150,1195,1095,0,0,20,AOA UNCAL,
2020-04-11,10:23:26,17:23:26,-07:00,+37.5094785,-122.4914982,30,3D,581024.1,0.0,,0,0,0.00,306.7,1.5,10,-73,-353,23,0.0,1,11.74,0.63,-0.012,0.950,+0.599,,271,,29.62,122.800,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.1,-435,,,040007FF D43 D43,25,,,1200,ALT,60,5,5,33.0,77,940,16.9,14.4,5,2,3.8,-8,-3,45,121,126,119,137,1160,1150,1195,1095,0,0,20,AOA UNCAL,
2020-04-11,10:23:27,17:23:27,-07:00,+37.5094802,-122.4914987,30,3D,581025.1,0.0,,0,0,-0.00,306.7,1.1,10,-72,-352,19,0.0,1,11.69,0.68,-0.006,1.000,-0.107,,271,,29.62,122.800,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.1,-435,,,040007FF D55 D55,24,,,1200,ALT,60,5,5,32.8,77,940,17.0,14.4,5,2,3.8,-8,-3,45,122,127,121,138,1160,1150,1195,1095,0,0,20,AOA UNCAL,
2020-04-11,10:23:28,17:23:28,-07:00,+37.5094813,-122.4914991,30,3D,581026.1,0.0,,0,0,0.00,306.6,1.1,10,-73,-352,-1,0.0,1,11.74,0.60,-0.027,0.997,+0.584,,271,,29.62,122.800,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.1,-436,,,040007FF D67 D67,31,,,1200,ALT,60,5,5,33.0,77,940,17.0,14.4,5,2,3.8,-8,-3,45,123,128,122,139,1165,1150,1200,1095,0,0,20,AOA UNCAL,
2020-04-11,10:23:29,17:23:29,-07:00,+37.5094823,-122.4914997,30,3D,581027.1,0.0,,0,0,0.00,306.7,1.1,10,-72,-352,18,0.0,1,11.81,0.62,-0.011,0.982,+1.578,,271,,29.62,122.800,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.1,-436,,,040007FF D79 D79,27,,,1200,ALT,60,5,5,32.8,77,940,17.1,14.4,5,2,3.8,-8,-3,45,124,129,123,141,1170,1150,1200,1095,0,0,20,AOA UNCAL,
2020-04-11,10:23:30,17:23:30,-07:00,+37.5094828,-122.4914999,30,3D,581028.1,0.0,,0,0,-0.00,306.6,1.1,10,-73,-352,-3,0.0,1,11.81,0.54,-0.014,0.966,+2.072,,271,,29.62,122.800,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.1,-437,,,040007FF D89 D89,24,,,1200,ALT,60,5,5,32.9,77,950,17.1,14.4,5,2,3.8,-8,-3,45,125,130,124,142,1165,1150,1195,1095,0,0,20,AOA UNCAL,
2020-04-11,10:23:31,17:23:31,-07:00,+37.5094831,-122.4914993,29,3D,581029.1,0.0,,0,0,0.00,306.6,1.1,10,-72,-352,6,0.0,1,11.67,0.70,-0.007,0.966,+0.793,,271,,29.62,122.800,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.1,-438,,,040007FF D98 D98,32,,,1200,ALT,60,5,5,32.9,77,950,16.9,14.4,5,2,3.8,-8,-3,45,126,131,125,143,1165,1150,1190,1095,0,0,20,AOA UNCAL,
2020-04-11,10:23:32,17:23:32,-07:00,+37.5094831,-122.4914989,29,3D,581030.1,0.0,,0,0,0.00,306.7,1.1,10,-72,-352,1,0.0,1,11.82,0.57,-0.027,0.979,+0.864,,271,,29.62,122.800,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.1,-438,,,040007FF D98 D98,34,,,1200,ALT,60,5,5,33.1,77,810,16.5,14.4,5,2,3.6,-8,-3,45,127,132,126,144,1140,1140,1170,1080,0,0,19,AOA UNCAL,
2020-04-11,10:23:33,17:23:33,-07:00,+37.5094833,-122.4914990,29,3D,581031.1,0.0,,0,0,0.00,307.1,1.1,10,-73,-352,-16,0.0,1,11.90,0.76,-0.045,0.968,+0.823,,271,,29.62,122.800,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.1,-438,,,040007FF D98 D98,49,,,1200,ALT,60,5,5,33.0,75,720,16.5,14.4,5,2,3.6,-8,-3,45,128,133,127,145,1120,1125,1170,1075,0,0,16,AOA UNCAL,
