#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="PFD1",airframe_hours="109.9",engine_hours="109.9"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,FP,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,,,,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,E1 %Pwr,,,
2021-10-31,12:19:59,19:19:59,-07:00,+37.5102892,-122.4909220,98,3D-,69616.8,0.1,,0,0,0.15,,1.5,6,,,,,,,,,,,,166,,,,30.01,,GPS1,VFR,GARMN,10.0,135,150,-2.500,-0.38,30381,,,,,,Powerup,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86
2021-10-31,12:20:00,19:20:00,-07:00,+37.5102993,-122.4909194,86,3D-,69617.7,0.0,,0,0,0.09,,1.5,6,-62,20,2,3.6,4,,,-0.020,0.974,-0.503,,166,,,,30.01,,GPS1,VFR,GARMN,10.0,135,150,-0.027,-0.01,30381,,,,,,Powerup,,,,,,,,,,,,0.0,16.2,63,,,081001F8 A25 A25,7,,L+,,,155,16,20,24.9,0,0,29.8,12.1,0,8,0.0,-5,4,,0.01,0.01,179,177,184,180,145,145,150,145,0,0,,,86
2021-10-31,12:20:01,19:20:01,-07:00,+37.5103056,-122.4909235,80,3D-,69618.7,0.0,,0,0,0.07,,1.5,6,-63,20,-3,0.0,1,,,-0.013,0.974,-0.495,,166,,,,30.01,,GPS1,VFR,GARMN,10.0,135,150,-0.027,-0.01,30381,,,,,,Powerup,,,,,,,,,,,,0.0,16.2,63,,,081001F8 A27 A27,7,,,,,155,16,20,24.9,0,0,29.8,12.1,0,8,0.0,-5,4,,0.01,0.01,179,177,184,180,145,145,150,145,0,0,,,86
2021-10-31,12:20:02,19:20:02,-07:00,+37.5103129,-122.4909269,73,3D-,69619.7,0.0,,0,0,0.05,,1.5,6,-62,20,8,0.2,2,,,-0.014,0.975,-0.077,,166,,,,30.01,122.800,GPS1,WPT MSG VFR,GARMN,10.0,135,150,-0.027,-0.01,30381,,,,,,Powerup,,,,,,,,,,,,0.0,16.2,63,,,081001F8 A29 A29,7,,L+,1200,ALT,155,16,20,24.9,0,0,29.8,12.1,0,8,0.0,-5,4,,0.01,0.01,179,177,184,180,145,145,150,145,0,0,OIL PRESS,,86
2021-10-31,12:20:03,19:20:03,-07:00,+37.5103202,-122.4909278,67,3D-,69620.8,0.0,,0,0,0.04,,1.4,7,-62,20,11,-0.0,-0,,,-0.018,0.979,+0.433,,166,,,,30.01,122.800,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Powerup,,,,,,,,,,,,0.0,16.2,64,,,081001F8 A32 A32,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.1,0,8,0.0,-5,4,,0.01,0.01,179,177,184,180,145,145,150,145,0,0,OIL PRESS,,86
2021-10-31,12:20:04,19:20:04,-07:00,+37.5103277,-122.4909292,62,3D-,69621.7,0.0,,0,0,0.03,,1.4,7,-62,20,5,0.0,1,,,-0.017,0.976,+0.861,,166,,,,30.01,122.800,GPS1,WPT MSG,GARMN,10.0,135,150,-0.027,-0.47,350,LPV,-0.50,-2,,,Powerup,,,,,,,,,,,,0.0,16.2,64,,,081101F8 A34 A34,5,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.1,0,9,0.0,-5,4,,0.01,0.01,179,177,184,180,145,145,150,145,0,0,OIL PRESS,,86
2021-10-31,12:20:05,19:20:05,-07:00,+37.5105750,-122.4905899,164,3D (SFD1),69604.7,0.2,,0,0,-0.12,,1.8,6,-62,20,-5,-0.1,-0,,,-0.018,0.977,+1.148,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,64,,,081101F8 A37 A37,10,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.1,0,9,0.0,-5,4,,0.01,0.01,179,177,184,180,145,145,150,145,0,0,OIL PRESS,,86
2021-10-31,12:20:06,19:20:06,-07:00,+37.5105199,-122.4906631,176,3D (SFD1),69605.7,0.1,,0,0,-0.06,,1.5,6,-63,20,-5,0.0,0,,,-0.022,0.980,+1.594,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,64,,,081101F8 A40 A40,9,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.1,0,9,0.0,-5,4,,0.01,0.01,179,177,184,180,145,145,150,145,0,0,OIL PRESS,,86
2021-10-31,12:20:07,19:20:07,-07:00,+37.5102798,-122.4909262,-2,3D (SFD1),69606.7,0.1,,0,0,0.04,,2.4,6,-62,20,-8,-0.0,0,,,-0.022,0.971,+1.877,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,64,,,081101F8 A42 A42,9,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.1,0,9,0.0,-5,4,,0.01,0.01,179,177,184,180,145,145,150,145,0,0,OIL PRESS,,86
2021-10-31,12:20:08,19:20:08,-07:00,+37.5104176,-122.4907902,129,3D (SFD1),69607.7,0.1,,0,0,0.12,,1.4,7,-63,19,-3,-0.0,0,,,-0.021,0.974,+1.983,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,64,,,081101F8 A44 A44,9,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.1,0,9,0.0,-5,4,,0.01,0.01,179,177,184,180,145,145,150,145,0,0,OIL PRESS,,86
2021-10-31,12:20:09,19:20:09,-07:00,+37.5103101,-122.4908970,51,3D (SFD1),69608.7,0.1,,0,0,0.11,,1.6,6,-63,19,2,0.0,-0,,,-0.035,0.973,+1.926,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,65,,,081101F8 A47 A47,12,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.1,0,9,0.0,-5,4,,0.01,0.01,179,177,184,180,145,145,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:10,19:20:10,-07:00,+37.5103188,-122.4908977,40,3D (SFD1),69609.7,0.1,,0,0,-0.07,,1.5,6,-62,20,9,-0.0,-0,,,-0.015,0.978,+1.855,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,65,,,081101F8 A50 A50,33,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.1,0,9,0.0,-5,4,,0.01,0.01,179,177,184,180,145,145,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:11,19:20:11,-07:00,+37.5102917,-122.4909085,32,3D (SFD1),69610.7,0.0,,0,0,-0.00,,1.5,6,-62,20,11,-0.0,-0,,,-0.010,0.979,+1.837,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,65,,,080001F8 A52 A52,27,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.1,0,9,0.0,-5,4,,0.01,0.01,179,177,184,180,145,145,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:12,19:20:12,-07:00,+37.5103686,-122.4909501,37,3D,69629.7,0.0,,0,0,0.01,,1.4,7,-62,20,-2,0.0,0,,,-0.008,0.976,+1.810,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,65,,,040001F8 A54 A54,20,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.1,0,8,0.0,-5,4,,0.01,0.01,179,177,184,180,145,145,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:13,19:20:13,-07:00,+37.5103709,-122.4909523,35,3D,69630.7,0.0,,0,0,0.01,,1.4,7,-62,20,-0,0.0,0,,,-0.016,0.976,+1.695,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,65,,,040001F8 A56 A56,13,,L+,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,8,0.0,-5,4,,0.01,0.01,179,177,184,180,145,145,150,150,0,0,OIL PRESS,,86
