#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="109.0",engine_hours="109.0"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flaps,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,Flaps,,,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,E1 %Pwr,,,
2021-10-31,10:52:15,17:52:15,-07:00,+37.5104407,-122.4909589,89,3D (PFD1),64353.4,0.0,,0,0,-0.01,212.4,1.4,10,-40,41,-3,0.0,0,10.64,0.99,-0.021,0.968,-2.814,,304,,,,30.01,122.800,GPS1,,,,,,,,,ENR,,,,,System not usable,,,,,,,,,,,,-13.2,16.2,92,,,040007FF N100 N100,20,,,1200,ALT,62,21,20,31.4,77,1150,13.1,14.3,26,16,3.3,-4,-3,0,0.00,0.01,77,70,74,73,935,970,935,965,0,18,,,86
2021-10-31,10:52:15,17:52:15,-07:00,+37.5104407,-122.4909589,89,3D (PFD1),64353.4,0.0,,0,0,-0.01,212.4,1.4,10,-40,41,-3,0.0,0,10.64,0.99,-0.021,0.968,-2.814,,304,,,,30.01,122.800,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.2,92,,,040007FF N100 N100,20,,,1200,ALT,62,21,20,31.4,77,1150,13.1,14.3,26,16,3.3,-4,-3,0,0.00,0.01,77,70,74,73,935,970,935,965,0,18,,,86
2021-10-31,10:52:16,17:52:16,-07:00,+37.5104407,-122.4909589,89,3D (PFD1),64353.6,0.0,,0,0,-0.02,212.5,1.4,10,-41,41,-3,-0.0,0,10.62,0.97,-0.017,0.981,-2.691,,304,,,,30.01,122.800,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.2,92,,,040007FF N100 N100,18,,,1200,ALT,62,21,20,31.4,77,1150,13.2,14.3,26,16,3.3,-4,-3,0,0.00,0.01,77,70,74,73,940,975,935,965,0,18,,,86
2021-10-31,10:52:17,17:52:17,-07:00,+37.5104406,-122.4909590,89,3D (PFD1),64354.6,0.0,,0,0,-0.00,212.6,1.4,10,-41,41,4,-0.0,0,10.63,0.96,-0.019,0.974,-2.504,,304,,,,30.01,122.800,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.2,91,,,020007FF N100 N100,25,,,1200,ALT,62,21,20,31.8,78,1150,13.8,14.3,25,16,3.4,-4,-3,0,0.00,0.01,79,71,75,74,945,980,945,970,0,19,,,86
2021-10-31,10:52:18,17:52:18,-07:00,+37.5104405,-122.4909590,89,3D (PFD1),64355.6,0.0,,0,0,-0.00,212.5,1.4,10,-40,42,7,0.0,0,10.49,0.94,-0.005,0.968,-2.053,,304,,,,30.01,122.800,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.2,91,,,040007FF N100 N100,19,,,1200,ALT,62,21,20,32.2,78,1150,14.0,14.3,25,16,3.3,-4,-3,0,0.00,0.01,80,72,76,76,955,985,950,975,0,20,,,86
2021-10-31,10:52:19,17:52:19,-07:00,+37.5104404,-122.4909589,89,3D (PFD1),64356.6,0.0,,0,0,0.00,212.5,1.4,10,-40,42,-5,0.0,0,10.41,0.92,-0.002,0.947,-0.990,,304,,,,30.01,122.800,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.2,90,,,040007FF N100 N100,26,,,1200,ALT,62,21,20,32.2,78,1150,13.6,14.3,25,16,3.4,-4,-3,0,0.00,0.01,81,74,78,77,960,985,955,980,0,19,,,86
2021-10-31,10:52:20,17:52:20,-07:00,+37.5104404,-122.4909589,89,3D (PFD1),64357.6,0.0,,0,0,0.00,212.5,1.4,10,-41,42,-2,-0.0,0,10.38,0.90,-0.005,0.973,-0.231,,304,,,,30.01,122.800,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.2,89,,,040007FF N100 N100,24,,,1200,ALT,62,21,20,31.5,78,1150,13.3,14.3,24,16,3.4,-4,-3,0,0.00,0.01,83,75,79,78,970,990,960,985,0,19,,,86
2021-10-31,10:52:21,17:52:21,-07:00,+37.5104402,-122.4909589,89,3D (PFD1),64358.6,0.0,,0,0,0.00,212.5,1.4,10,-40,42,32,0.0,1,10.29,0.96,0.000,0.979,+0.125,,304,,,,30.01,122.800,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.2,88,,,040007FF N100 N100,29,,,1200,ALT,62,21,20,31.3,78,1150,13.3,14.3,24,16,3.4,-4,-3,0,0.00,0.01,84,76,80,79,975,990,965,985,0,19,,,86
2021-10-31,10:52:22,17:52:22,-07:00,+37.5104401,-122.4909588,89,3D (PFD1),64359.6,0.0,,0,0,-0.00,212.4,1.4,10,-40,42,9,0.4,2,10.18,0.91,-0.010,0.964,+0.684,,304,,,,30.01,122.800,GPS1,,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.2,88,,,040007FF N100 N100,24,,,1200,ALT,62,21,20,31.3,78,1150,13.4,14.3,24,16,3.4,-4,-3,0,0.00,0.01,85,77,82,81,980,995,970,990,0,19,,,86
