#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="68.4",engine_hours="68.4"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,,
2021-05-22,13:04:26,20:04:26,-07:00,+37.5114795,-122.4909385,-892,3D (PFD1),590683.9,0.0,,0,0,0.00,,1.7,4,-144,48,5,0.0,0,,,-0.015,0.980,+1.028,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.2,16.3,-30,,,081101F8 A79 A79,6,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:27,20:04:27,-07:00,+37.5115295,-122.4909335,-937,3D- (PFD1),590684.9,0.0,,0,0,0.00,,1.7,4,-145,48,-0,-0.0,0,,,-0.016,0.978,+1.196,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.3,-30,,,081101F8 A82 A82,6,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:28,20:04:28,-07:00,+37.5115703,-122.4909293,-975,3D- (PFD1),590685.9,0.0,,0,0,0.00,,1.7,4,-144,48,7,-0.0,0,,,-0.014,0.976,+1.252,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.3,-30,,,081101F8 A83 A83,8,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:29,20:04:29,-07:00,+37.5116021,-122.4909272,-1003,3D- (PFD1),590686.9,0.0,,0,0,0.00,,1.7,4,-144,48,3,0.0,-0,,,-0.016,0.978,+1.245,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.3,-30,,,081101F8 A86 A86,7,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:30,20:04:30,-07:00,+37.5116242,-122.4909268,-1019,3D (PFD1),590687.9,0.0,,0,0,0.00,,1.7,4,-145,48,-7,0.0,-0,,,-0.014,0.979,+1.275,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.3,-30,,,040001F8 A88 A88,8,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:31,20:04:31,-07:00,+37.5103701,-122.4908955,54,3D (PFD1),590688.9,0.0,,0,0,0.19,,1.3,7,-144,48,3,-0.0,-0,,,-0.012,0.976,+1.418,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.2,-30,,,020001F8 A88 A88,6,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:32,20:04:32,-07:00,+37.5103788,-122.4909064,66,3D (PFD1),590689.9,0.0,,0,0,0.08,,1.3,7,-144,48,2,0.0,0,,,-0.013,0.980,+1.596,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.2,-30,,,040001F8 A90 A90,9,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:33,20:04:33,-07:00,+37.5103820,-122.4909103,69,3D (PFD1),590690.8,0.0,,0,0,0.04,,1.3,7,-144,48,4,0.0,0,,,-0.011,0.979,+1.682,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.3,-30,,,040001F8 A92 A92,7,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
2021-05-22,13:04:34,20:04:34,-07:00,+37.5103833,-122.4909121,70,3D (PFD1),590691.8,0.0,,0,0,0.03,,1.3,7,-144,48,-2,-0.0,0,,,-0.016,0.980,+1.721,,317,,,,30.13,127.275,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.3,-30,,,040001F8 A95 A95,5,,,1200,ALT,63,11,15,0.0,0,0,29.9,12.4,0,5,0.0,-11,12,58,54,56,55,55,55,55,55,0,0,0,FUEL PRESS/OIL PRESS,,68
