#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="104.4",engine_hours="104.4"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flap,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,,,,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,E1 %Pwr,,,
2021-10-10,12:44:16,19:44:16,-07:00,+37.5103611,-122.4908695,11,3D (SFD1),71056.4,0.1,,-0,-0,-0.03,,1.2,9,-150,51,7,0.0,0,,,-0.014,0.978,+0.619,,300,,,,30.14,,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,17.0,49,,,081081F8 A20 A20,6,,,1200,ALT,149,15,15,6.1,0,0,29.8,12.5,0,6,0.0,-5,-7,3.17,0.01,0.01,151,148,155,152,125,125,125,125,0,0,,,83
2021-10-10,12:44:17,19:44:17,-07:00,+37.5103585,-122.4908625,10,3D (SFD1),71056.6,0.1,,-0,-0,-0.06,,1.2,9,-150,51,6,0.0,0,,,-0.014,0.976,+0.386,,300,,,,30.14,,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,17.0,49,,,081081F8 A20 A20,7,,,1200,ALT,149,15,15,6.1,0,0,29.8,12.5,0,6,0.0,-5,-7,3.17,0.01,0.01,151,148,155,152,125,125,125,125,0,0,FUEL PRESS/OIL PRESS,,83
2021-10-10,12:44:18,19:44:18,-07:00,+37.5103621,-122.4908648,12,3D (SFD1),71057.6,0.1,,-0,-0,0.02,,1.2,9,-150,52,4,0.0,0,,,-0.016,0.977,-0.555,,300,,,,30.14,,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,17.0,49,,,081001F8 A23 A23,14,,,1200,ALT,149,15,15,6.1,0,0,29.8,12.5,0,6,0.0,-5,-7,3.17,0.01,0.01,151,148,155,152,125,125,125,125,0,0,FUEL PRESS/OIL PRESS,,83
2021-10-10,12:44:19,19:44:19,-07:00,+37.5103606,-122.4908668,13,3D (SFD1),71058.6,0.1,,-0,-0,0.04,,1.2,9,-150,52,1,0.0,0,,,-0.015,0.974,-0.841,,300,,,,30.14,,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,17.0,49,,,081001F8 A25 A25,12,,L+,1200,ALT,149,15,15,6.1,0,0,29.8,12.5,0,6,0.0,-5,-7,3.17,0.01,0.01,151,148,155,153,125,125,125,125,0,0,FUEL PRESS/OIL PRESS,,83
2021-10-10,12:44:20,19:44:20,-07:00,+37.5103518,-122.4908762,14,3D (SFD1),71059.6,0.1,,-0,-0,-0.10,,1.2,9,-150,51,-3,0.0,-0,,,-0.012,0.978,-0.760,,300,,,,30.14,,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,17.0,49,,,081001F8 A28 A28,11,,L+,1200,ALT,149,15,15,6.1,0,0,29.8,12.5,0,6,0.0,-5,-7,3.17,0.01,0.01,151,148,155,153,125,125,125,125,0,0,FUEL PRESS/OIL PRESS,,83
2021-10-10,12:44:21,19:44:21,-07:00,+37.5103591,-122.4908708,10,3D (SFD1),71060.6,0.0,,-0,-0,-0.06,,1.2,9,-151,51,-14,0.0,-0,,,-0.014,0.977,-0.484,,300,,,,30.14,,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,17.0,48,,,081001F8 A29 A29,8,,,1200,ALT,149,15,15,6.1,0,0,29.8,12.5,0,6,0.0,-5,-7,3.17,0.01,0.01,151,148,155,153,125,125,125,125,0,0,FUEL PRESS/OIL PRESS,,83
2021-10-10,12:44:22,19:44:22,-07:00,+37.5103621,-122.4908765,16,3D (SFD1),71061.6,0.1,,-0,-0,-0.11,,1.2,9,-151,51,-10,0.0,0,,,-0.010,0.973,-0.079,,300,,,,30.14,122.800,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,17.0,48,,,081001F8 A32 A32,6,,,1200,ALT,149,15,15,6.1,0,0,29.8,12.5,0,6,0.0,-5,-7,3.17,0.01,0.01,151,148,155,153,125,125,125,125,0,0,FUEL PRESS/OIL PRESS,,83
2021-10-10,12:44:23,19:44:23,-07:00,+37.5103607,-122.4908694,15,3D (SFD1),71062.6,0.1,,-0,-0,-0.11,,1.2,9,-151,51,1,0.0,0,,,-0.021,0.976,+0.322,,300,,,,30.14,122.800,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,17.0,48,,,081101F8 A34 A34,7,,,1200,ALT,149,15,15,6.1,0,0,29.8,12.5,0,6,0.0,-5,-7,3.17,0.01,0.01,151,148,155,153,125,125,125,125,0,0,FUEL PRESS/OIL PRESS,,83
2021-10-10,12:44:24,19:44:24,-07:00,+37.5103672,-122.4908703,18,3D (SFD1),71063.6,0.1,,-0,-0,-0.02,,1.2,9,-151,51,-4,0.0,0,,,-0.017,0.984,+0.635,,300,,,,30.14,122.800,GPS1,,,,,,,,,ENR,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.2,17.0,48,,,081101F8 A36 A36,8,,,1200,ALT,149,15,15,6.1,0,0,29.8,12.5,0,6,0.0,-5,-7,3.17,0.01,0.01,151,148,155,153,125,125,125,125,0,0,FUEL PRESS/OIL PRESS,,83
