#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="107.0",engine_hours="107.0"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flap,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,,,,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,E1 %Pwr,,,
2021-10-17,11:36:52,18:36:52,-07:00,+37.5104047,-122.4910045,59,3D (PFD1),67030.2,3.3,,-1,-1,-0.03,217.0,1.2,9,33,78,14,0.7,2,10.75,0.48,-0.011,0.963,+0.040,,334,,,,29.97,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail/Servo communication fault,,,,,,,,,,,,-13.2,15.7,123,,,040007FF N31 N31,38,,,1200,ALT,58,16,16,32.3,66,1250,14.1,14.3,20,15,4.1,-17,-25,3.13,0.00,0.01,76,67,72,69,995,990,1005,1005,0,22,,,85
2021-10-17,11:36:52,18:36:52,-07:00,+37.5104047,-122.4910045,59,3D (PFD1),67030.2,3.3,,-1,-1,-0.03,217.0,1.2,9,33,78,14,0.7,2,10.75,0.48,-0.011,0.963,+0.040,,334,,,,29.97,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,15.7,123,,,040007FF N31 N31,38,,,1200,ALT,58,16,16,32.3,66,1250,14.1,14.3,20,15,4.1,-17,-25,3.13,0.00,0.01,76,67,72,69,995,990,1005,1005,0,22,,,85
2021-10-17,11:36:52,18:36:52,-07:00,+37.5104023,-122.4910094,59,3D (PFD1),67030.4,3.4,,-1,-1,-0.03,216.8,1.2,9,33,78,16,0.5,2,10.72,0.64,-0.021,0.926,+0.076,,334,,,,29.97,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,15.7,123,,,040007FF N32 N32,50,,,1200,ALT,58,16,16,32.3,67,1250,14.1,14.3,20,15,4.1,-17,-25,3.13,0.00,0.01,76,68,72,70,1000,995,1005,1005,0,22,,,85
2021-10-17,11:36:53,18:36:53,-07:00,+37.5103906,-122.4910271,59,3D (PFD1),67031.4,3.8,,-1,-1,-0.03,215.1,1.2,9,33,78,12,0.3,2,10.73,0.55,-0.033,1.012,+0.195,,334,,,,29.97,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,15.7,123,,,040007FF N32 N32,46,,,1200,ALT,58,16,16,32.2,69,1260,14.1,14.3,20,15,4.1,-17,-25,3.13,0.00,0.01,78,69,74,71,1005,1000,1010,1010,0,22,,,85
2021-10-17,11:36:54,18:36:54,-07:00,+37.5103776,-122.4910447,59,3D (PFD1),67032.4,3.9,,-1,-1,-0.03,213.9,1.5,9,33,78,-11,0.0,0,10.75,0.90,-0.066,0.948,+0.240,,334,,,,29.97,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,15.7,123,,,040007FF N32 N32,57,,,1200,ALT,59,16,16,32.2,71,1260,14.1,14.3,20,15,4.2,-17,-25,3.14,0.00,0.01,79,70,75,72,1015,1005,1020,1015,0,22,,,85
2021-10-17,11:36:55,18:36:55,-07:00,+37.5103639,-122.4910603,58,3D (PFD1),67033.4,4.0,,-1,-1,-0.03,213.0,1.5,9,32,78,-19,0.0,0,10.70,0.66,-0.034,1.016,+0.293,,334,,,,29.97,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,15.7,122,,,040007FF N32 N32,63,,,1200,ALT,59,16,16,32.3,72,1260,14.2,14.3,19,15,4.2,-17,-25,3.14,0.00,0.01,80,71,76,73,1020,1010,1025,1020,0,22,,,85
2021-10-17,11:36:56,18:36:56,-07:00,+37.5103514,-122.4910770,59,3D (PFD1),67034.4,4.1,,-1,-2,-0.02,213.0,1.5,9,32,78,-20,0.2,1,10.77,0.43,0.014,0.985,+0.313,,334,,,,29.97,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,15.7,121,,,040007FF N32 N32,36,,,1200,ALT,59,16,16,32.3,73,1260,14.2,14.3,19,15,4.2,-17,-25,3.14,0.00,0.01,82,73,78,75,1025,1015,1030,1025,0,22,,,85
2021-10-17,11:36:57,18:36:57,-07:00,+37.5103404,-122.4910959,59,3D (PFD1),67035.4,4.1,,-1,-2,-0.02,212.9,1.5,9,33,78,4,2.9,3,10.67,0.55,0.003,0.999,+0.285,,334,,,,29.97,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,15.7,121,,,040007FF N32 N32,39,,,1200,ALT,59,16,16,32.3,74,1260,14.3,14.3,19,15,4.2,-17,-25,3.14,0.00,0.01,83,74,79,76,1025,1020,1035,1030,0,22,,,85
2021-10-17,11:36:58,18:36:58,-07:00,+37.5103332,-122.4911154,59,3D (PFD1),67036.4,4.0,,-1,-1,-0.03,212.6,1.2,9,33,78,-0,4.4,4,10.69,0.69,0.006,0.987,+0.354,,334,,,,29.97,122.800,GPS1,LOI MSG,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,15.7,121,,,040007FF N34 N34,37,,,1200,ALT,59,16,16,32.1,75,1260,14.3,14.3,19,15,4.2,-17,-25,3.14,0.00,0.01,84,75,80,78,1035,1025,1035,1035,0,22,,,85
