#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="69.2",engine_hours="69.2"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,,
2021-05-28,16:36:40,23:36:40,-07:00,+37.5103747,-122.4909020,74,3D- (PFD1),517018.0,0.0,,0,0,0.00,,1.3,9,-75,72,7,0.0,-0,,,-0.009,0.976,+0.931,,317,,,,30.08,122.800,GPS,,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.2,16.2,52,,,081101F8 A32 A32,5,,,1200,ALT,95,13,13,5.2,0,0,29.7,12.6,0,4,0.0,-4,12,119,115,123,123,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,,69
2021-05-28,16:36:41,23:36:41,-07:00,+37.5103735,-122.4909039,75,3D- (PFD1),517019.0,0.0,,0,0,0.00,,2.0,9,-75,72,13,0.0,0,,,-0.011,0.977,+1.023,,317,,,,30.08,122.800,GPS,,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.2,16.2,53,,,081101F8 A34 A34,6,,,1200,ALT,95,13,13,5.2,0,0,29.7,12.6,0,4,0.0,-4,12,119,115,123,123,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,,69
2021-05-28,16:36:42,23:36:42,-07:00,+37.5103725,-122.4909061,76,3D- (PFD1),517020.0,0.0,,0,0,-0.00,,1.3,9,-75,72,9,0.0,0,,,-0.012,0.975,+1.128,,317,,,,30.08,122.800,GPS,,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.2,16.2,54,,,081101F8 A37 A37,6,,,1200,ALT,95,13,13,5.2,0,0,29.7,12.6,0,4,0.0,-4,12,119,115,123,123,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,,69
2021-05-28,16:36:43,23:36:43,-07:00,+37.5103723,-122.4909075,75,3D- (PFD1),517021.0,0.0,,0,0,-0.00,,2.0,9,-75,72,-2,0.0,0,,,-0.012,0.976,+1.216,,317,,,,30.08,122.800,GPS,,,,,,,,,,,,,,PFT,,,,,,,,,,,,-13.2,16.2,55,,,081101F8 A39 A39,5,,,1200,ALT,95,13,13,5.2,0,0,29.7,12.6,0,4,0.0,-4,12,119,115,123,123,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,,69
2021-05-28,16:36:44,23:36:44,-07:00,+37.5103725,-122.4909083,75,3D- (PFD1),517022.0,0.0,,0,0,-0.00,,1.3,9,-75,72,-0,0.0,1,,,-0.006,0.975,+1.269,,317,,,,30.08,122.800,GPS,,,,,,,,,,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.2,16.3,56,,,081101F8 A41 A41,5,,,1200,ALT,95,13,13,5.2,0,0,29.7,12.6,0,4,0.0,-4,12,119,115,123,123,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,,69
2021-05-28,16:36:45,23:36:45,-07:00,+37.5103727,-122.4909086,75,3D- (PFD1),517023.0,0.0,,0,0,-0.00,,2.0,9,-75,72,-2,0.0,-0,,,-0.012,0.976,+1.312,,317,,,,30.08,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.3,57,,,081101F8 A43 A43,7,,,1200,ALT,95,13,13,5.2,0,0,29.7,12.6,0,4,0.0,-4,12,119,116,123,123,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,,69
2021-05-28,16:36:46,23:36:46,-07:00,+37.5103729,-122.4909090,74,3D- (PFD1),517024.0,0.0,,0,0,-0.00,,1.3,9,-75,72,-1,0.0,0,,,-0.011,0.979,+1.285,,317,,,,30.08,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.3,58,,,081101F8 A45 A45,7,,,1200,ALT,95,13,13,5.2,0,0,29.7,12.6,0,4,0.0,-4,12,119,116,123,123,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,,69
2021-05-28,16:36:47,23:36:47,-07:00,+37.5103725,-122.4909094,74,3D (PFD1),517025.0,0.0,,0,0,-0.00,,1.3,9,-75,72,3,0.0,0,,,-0.011,0.973,+1.257,,317,,,,30.08,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.3,58,,,080001F8 A48 A48,6,,,1200,ALT,95,13,13,5.2,0,0,29.7,12.6,0,4,0.0,-4,12,119,116,123,123,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,,69
2021-05-28,16:36:48,23:36:48,-07:00,+37.5103718,-122.4909106,73,3D (PFD1),517026.0,0.0,,0,0,-0.00,,1.3,9,-75,72,2,0.0,0,,,-0.012,0.977,+1.480,,317,,,,30.08,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.3,59,,,040001F8 A50 A50,6,,,1200,ALT,95,13,13,5.2,0,0,29.7,12.6,0,4,0.0,-4,12,119,116,123,123,95,95,95,100,0,0,0,FUEL PRESS/OIL PRESS,,69
