#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="82.0",engine_hours="82.0"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Temp1 (deg F),Temp2 (deg F),Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flaps,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,,,E1 FFlow,PTrim,RTrim,Flaps,,,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,,
2021-08-02,12:05:57,19:05:57,-07:00,+37.5134853,-122.4947530,-245,3D- (PFD1),155175.1,8.7,,11,-3,-39.61,,2.2,8,-154,48,-5,0.0,0,,,-0.014,0.979,+1.471,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.2,21.0,510,,,081101F8 A37 A37,6,,,1200,ALT,169,21,20,37.1,0,0,30.1,12.7,0,5,97,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:05:58,19:05:58,-07:00,+37.5135210,-122.4947384,-317,3D- (PFD1),155176.0,12.8,,7,-0,-39.27,,2.2,8,-154,48,0,0.0,0,,,-0.014,0.980,+1.561,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.2,21.0,510,,,081101F8 A40 A40,6,,,1200,ALT,169,21,20,37.1,0,0,30.1,12.7,0,5,98,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:05:59,19:05:59,-07:00,+37.5135283,-122.4946697,-397,3D- (PFD1),155177.0,13.5,,7,-0,-38.69,,2.2,8,-154,48,6,0.0,0,,,-0.013,0.978,+1.709,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.2,21.0,510,,,081101F8 A42 A42,6,,,1200,ALT,169,21,20,37.0,0,0,30.1,12.7,0,5,98,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:00,19:06:00,-07:00,+37.5135376,-122.4946029,-465,3D- (PFD1),155178.0,13.4,,7,-0,-37.89,,2.2,8,-154,48,4,0.0,-0,,,-0.013,0.979,+1.783,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.2,21.0,510,,,081101F8 A44 A44,6,,,1200,ALT,169,21,20,37.0,0,0,30.1,12.7,0,5,99,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:01,19:06:01,-07:00,+37.5135490,-122.4945367,-529,3D- (PFD1),155179.0,13.2,,7,-0,-36.96,,2.2,8,-154,48,8,0.0,-0,,,-0.013,0.978,+1.703,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,510,,,081101F8 A46 A46,5,,,1200,ALT,169,21,20,37.0,0,0,30.1,12.7,0,5,99,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:02,19:06:02,-07:00,+37.5134693,-122.4949081,-178,3D- (PFD1),155180.0,3.8,,0,0,-0.05,,1.3,8,-154,48,2,0.0,0,,,-0.013,0.977,+1.633,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,511,,,081101F8 A49 A49,6,,,1200,ALT,169,21,20,36.9,0,0,30.1,12.7,0,5,99,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:03,19:06:03,-07:00,+37.5134537,-122.4950287,-59,3D- (PFD1),155181.0,0.5,,0,0,-0.00,,1.2,9,-154,48,-3,0.0,0,,,-0.013,0.979,+1.649,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,511,,,081101F8 A51 A51,5,,,1200,ALT,169,21,20,36.9,0,0,30.1,12.7,0,5,100,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:04,19:06:04,-07:00,+37.5134505,-122.4950568,-30,3D- (PFD1),155182.0,0.1,,0,0,-0.00,,1.2,9,-154,48,-2,0.0,1,,,-0.014,0.978,+1.754,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,511,,,081101F8 A53 A53,6,,,1200,ALT,169,21,20,36.9,0,0,30.1,12.7,0,5,100,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:05,19:06:05,-07:00,+37.5134492,-122.4950618,-17,3D- (PFD1),155183.0,0.0,,0,0,-0.00,,1.6,9,-154,48,2,0.0,0,,,-0.014,0.978,+1.863,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,510,,,081101F8 A56 A56,6,,,1200,ALT,169,21,20,36.8,0,0,30.1,12.7,0,5,101,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
