#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-24",product="GDU 460",software_version="8.40",system_id="60002EB05E7DB",unit="PFD1"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Target Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Airspeed Command (kt),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flaps,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,Baro,COM1,NavSrc,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,Flaps,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,
2020-04-11,11:15:25,18:15:25,-07:00,+37.5095117,-122.4914859,11,3D,584142.5,0.0,,0,0,0.01,,1.2,9,-71,-350,-3,0.0,0,,,-0.010,0.968,+0.729,,271,,29.62,,GPS,KPAO,18.2,99,99,0.003,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,12.8,-349,,,040001F8 A29 A29,5,,,1200,ALT,81,4,4,32.6,1,0,29.7,0.1,0,0,0.0,-8,-3,45,221,199,219,218,330,230,375,265,0,0,0,ECS FAIL,
2020-04-11,11:15:25,18:15:25,-07:00,+37.5095117,-122.4914859,11,3D,584142.5,0.0,,0,0,0.01,,1.2,9,-71,-350,-3,0.0,0,,,-0.010,0.968,+0.729,,271,,29.62,,GPS,KPAO,18.2,99,99,0.003,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,12.8,-349,,,040001F8 A29 A29,5,,,1200,ALT,81,4,4,32.6,1,0,29.7,0.1,0,0,0.0,-8,-3,45,221,199,219,218,330,230,375,265,0,0,0,ECS FAIL,
2020-04-11,11:15:25,18:15:25,-07:00,+37.5095106,-122.4914869,12,3D,584142.6,0.0,,0,0,0.01,,1.2,9,-71,-350,-3,0.0,0,,,-0.009,0.972,+0.728,,271,,29.62,,GPS,KPAO,18.2,99,99,0.003,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,12.8,-349,,,040001F8 A29 A29,5,,,1200,ALT,81,4,4,32.6,1,0,29.7,0.1,0,0,0.0,-8,-3,45,221,199,219,218,330,230,375,265,0,0,0,ECS FAIL,
2020-04-11,11:15:26,18:15:26,-07:00,+37.5095074,-122.4914894,14,3D,584143.6,0.0,,0,0,0.00,,1.2,9,-71,-351,-1,0.0,0,,,-0.008,0.967,+0.719,,271,,29.62,,GPS,KPAO,18.2,99,99,0.003,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,12.8,-349,,,040001F8 A32 A32,5,,,1200,ALT,81,4,4,32.6,1,0,29.7,0.1,0,0,0.0,-8,-3,45,221,199,219,218,330,230,375,265,0,0,0,ECS FAIL,
2020-04-11,11:15:27,18:15:27,-07:00,+37.5095054,-122.4914926,16,3D,584144.6,0.0,,0,0,0.00,,1.2,9,-71,-351,-7,0.0,0,,,-0.008,0.968,+1.220,,271,,29.62,,GPS,KPAO,18.2,99,99,0.003,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,12.8,-348,,,040001F8 A34 A34,11,,,1200,ALT,81,4,4,32.6,1,0,29.7,0.1,0,0,0.0,-8,-3,45,221,199,219,218,330,230,375,265,0,0,0,OIL PRESS/VOLTS/ECS FAIL,
2020-04-11,11:15:28,18:15:28,-07:00,+37.5095045,-122.4914919,17,3D,584145.6,0.0,,0,0,0.00,,1.2,9,-71,-351,1,0.0,0,,,-0.007,0.970,+0.733,,271,,29.62,,GPS,KPAO,18.2,99,99,0.003,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,12.8,-348,,,040001F8 A37 A37,7,,,1200,ALT,81,4,4,32.6,1,0,29.7,0.1,0,0,0.0,-8,-3,45,221,199,219,218,330,230,375,265,0,0,0,OIL PRESS/VOLTS/ECS FAIL/AOA UNCAL,
2020-04-11,11:15:29,18:15:29,-07:00,+37.5095041,-122.4914894,18,3D,584146.7,0.0,,0,0,0.00,,1.2,9,-71,-351,3,0.0,0,,,-0.010,0.970,+0.755,,271,,29.62,,GPS,KPAO,18.2,99,99,0.003,+0.00,7595,1.25nm,,,,,Fail/Communication fault/00000001 00000000,,,,,,,,,,,-13.4,12.8,-348,,,040001F8 A40 A40,6,,,1200,ALT,81,4,4,32.6,1,0,29.7,0.1,0,0,0.0,-8,-3,45,221,199,219,218,330,230,375,260,0,0,0,OIL PRESS/VOLTS/ECS FAIL/AOA UNCAL,
2020-04-11,11:15:30,18:15:30,-07:00,+37.5095045,-122.4914891,19,3D,584147.6,0.0,,0,0,0.00,,1.2,9,-71,-351,2,0.0,0,,,-0.011,0.970,+0.927,,271,,29.62,,GPS,KPAO,18.2,99,99,0.003,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.8,-348,,,040001F8 A42 A42,5,,,1200,ALT,81,4,4,32.6,1,0,29.7,0.1,0,0,0.0,-8,-3,45,221,199,219,217,330,230,375,260,0,0,0,OIL PRESS/VOLTS/ECS FAIL/AOA UNCAL,
2020-04-11,11:15:31,18:15:31,-07:00,+37.5095042,-122.4914898,19,3D,584148.7,0.0,,0,0,0.00,,1.2,9,-71,-351,5,0.0,0,,,-0.011,0.969,+0.996,,271,,29.62,,GPS,KPAO,18.2,99,99,0.003,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,12.8,-348,,,040001F8 A46 A46,5,,,1200,ALT,81,4,4,32.6,1,0,29.7,0.1,0,0,0.0,-8,-3,45,221,199,219,217,330,225,370,260,0,0,0,OIL PRESS/VOLTS/ECS FAIL/AOA UNCAL,
