#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2D",product="GDU 460",software_version="8.72",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="55.8",engine_hours="55.8"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,,
2021-01-16,13:21:25,21:21:25,-08:00,+37.5095271,-122.4915394,41,3D (PFD1),595303.0,0.0,,0,0,-0.00,,1.1,10,-169,107,-6,9.1,9,,,-0.011,0.977,-0.851,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.002,+0.00,7595,1.25nm,,,,,Fail/Servo communication fault,,,,,,,,,,,,-13.2,13.4,-402,,,040001F8 A64 A64,20,,,,,94,21,18,31.5,78,1570,13.9,13.9,20,4,3.5,-4,1,186,209,207,232,1160,1145,1130,1135,0,0,27,,,66
2021-01-16,13:21:25,21:21:25,-08:00,+37.5095268,-122.4915390,41,3D (PFD1),595303.5,0.0,,0,0,0.00,,1.1,10,-168,107,29,10.7,10,,,-0.022,0.975,-0.759,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.002,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,13.4,-402,,,040001F8 A65 A65,21,,,1200,ALT,94,21,18,31.4,78,1570,13.9,14.0,22,4,3.5,-4,1,187,209,207,233,1160,1145,1130,1135,0,0,27,,,66
2021-01-16,13:21:26,21:21:26,-08:00,+37.5095270,-122.4915380,41,3D (PFD1),595304.5,0.0,,0,0,-0.00,,1.1,10,-168,107,-1,6.2,5,,,-0.008,0.968,-0.482,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.002,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,13.4,-402,,,020001F8 A67 A67,23,,,1200,ALT,94,21,18,31.5,78,1570,13.9,14.2,23,4,3.5,-4,1,188,210,208,234,1160,1150,1135,1140,0,0,27,,,66
2021-01-16,13:21:27,21:21:27,-08:00,+37.5095271,-122.4915375,42,3D (PFD1),595305.5,0.0,,0,0,-0.00,,1.1,10,-167,108,14,8.1,8,,,0.027,0.983,-0.128,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.002,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,13.4,-402,,,040001F8 A70 A70,29,,,1200,ALT,95,21,18,31.5,78,1570,14.0,14.3,23,4,3.5,-4,1,189,211,209,235,1165,1155,1140,1145,0,0,27,,,66
2021-01-16,13:21:28,21:21:28,-08:00,+37.5095268,-122.4915372,42,3D (PFD1),595306.5,0.0,,0,0,0.00,,1.1,10,-167,108,-9,8.6,8,,,-0.027,0.962,+0.168,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.002,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,,-13.2,13.4,-402,,,040001F8 A71 A71,36,,,1200,ALT,95,21,18,31.6,78,1570,14.0,14.3,22,4,3.5,-4,1,190,212,210,236,1170,1155,1145,1145,0,0,27,,,66
2021-01-16,13:21:29,21:21:29,-08:00,+37.5095266,-122.4915370,42,3D (PFD1),595307.5,0.0,,0,0,-0.00,,1.1,10,-169,107,-46,8.3,7,,,0.008,0.969,+0.365,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.002,+0.00,30381,5.00nm,,,,,Fail,,,,,,,,,,,,-13.2,13.3,-404,,,040001F8 A73 A73,28,,,1200,ALT,95,21,18,31.3,78,1570,14.0,14.3,21,4,3.5,-4,1,192,213,211,237,1170,1160,1145,1150,0,0,27,,,66
2021-01-16,13:21:30,21:21:30,-08:00,+37.5095260,-122.4915368,42,3D (PFD1),595308.5,0.0,,0,0,-0.00,,1.1,10,-169,107,-14,7.4,7,,,-0.032,0.982,+0.515,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.002,+0.00,30381,5.00nm,,,,,Fail,,,,,,,,,,,,-13.2,13.3,-406,,,040001F8 A75 A75,38,,,1200,ALT,95,21,18,31.6,78,1450,13.2,14.4,20,4,3.3,-4,1,193,214,212,238,1145,1160,1150,1150,0,0,27,,,66
2021-01-16,13:21:31,21:21:31,-08:00,+37.5095256,-122.4915367,42,3D (PFD1),595309.5,0.0,,0,0,0.00,,1.1,10,-169,107,-37,7.3,7,,,-0.017,0.980,+0.583,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.002,+0.00,30381,5.00nm,,,,,Fail,,,,,,,,,,,,-13.2,13.3,-406,,,040001F8 A78 A78,28,,,1200,ALT,95,21,18,31.7,76,1160,11.6,14.4,19,4,2.6,-4,1,194,214,213,239,1105,1120,1135,1150,0,0,21,,,66
2021-01-16,13:21:32,21:21:32,-08:00,+37.5095255,-122.4915370,42,3D (PFD1),595310.5,0.0,,0,0,-0.00,,1.1,10,-171,105,-58,8.0,8,,,-0.013,0.987,+0.532,,338,,,,30.22,122.800,GPS,KCPU,95.6,66,66,0.002,+0.00,30381,5.00nm,,,,,Fail,,,,,,,,,,,,-13.2,13.3,-408,,,040001F8 A81 A81,20,,,1200,ALT,95,21,18,31.8,72,1200,12.1,14.4,18,4,2.5,-4,1,195,215,214,239,1105,1110,1125,1135,0,0,19,,,66
