#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="PFD1",airframe_hours="76.8",engine_hours="76.8"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,,
2021-07-04,13:13:01,20:13:01,-07:00,+37.5104186,-122.4909464,90,3D-,72799.0,0.0,,0,0,0.02,,3.1,5,-61,3,5,0.0,0,,,-0.012,0.975,+1.272,,120,,,,29.99,122.800,GPS,,,,,,,,,,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.2,19.0,401,,,081101F8 A64 A64,16,,,1200,ALT,69,15,13,29.7,0,0,29.9,12.1,0,8,1.9,-9,29,65,61,62,61,60,60,60,65,0,0,0,OIL PRESS,,70
2021-07-04,13:13:02,20:13:02,-07:00,+37.5104181,-122.4909495,92,3D,72800.0,0.0,,0,0,-0.00,,1.9,5,-61,3,-3,0.0,-0,,,-0.010,0.975,+1.389,,120,,,,29.99,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,19.0,402,,,040001F8 A66 A66,5,,,1200,ALT,69,15,13,30.0,0,0,29.9,12.1,0,8,3.2,-9,29,65,61,62,61,60,60,60,65,0,0,0,OIL PRESS,,70
2021-07-04,13:13:03,20:13:03,-07:00,+37.5104177,-122.4909525,94,3D,72801.0,0.0,,0,0,-0.00,,1.9,5,-61,3,-4,0.0,-0,,,-0.011,0.975,+1.472,,120,,,,29.99,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,19.1,402,,,040001F8 A68 A68,7,,,1200,ALT,69,15,13,30.0,0,0,29.9,12.1,0,8,4.3,-9,29,65,61,62,61,60,60,60,65,0,0,0,OIL PRESS,,70
2021-07-04,13:13:04,20:13:04,-07:00,+37.5104002,-122.4909392,73,3D,72802.0,0.0,,0,0,-0.00,,3.1,5,-61,3,-2,0.0,0,,,-0.014,0.972,+1.482,,120,,,,29.99,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,19.1,402,,,040001F8 A70 A70,9,,,1200,ALT,69,15,13,30.0,0,0,29.9,12.1,0,8,4.5,-9,29,65,61,62,61,60,60,60,65,0,0,0,OIL PRESS,,70
2021-07-04,13:13:05,20:13:05,-07:00,+37.5103968,-122.4909381,74,3D,72803.0,0.0,,0,0,0.00,,1.9,5,-61,3,-2,0.0,0,,,-0.011,0.972,+1.507,,120,,,,29.99,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,19.1,402,,,040001F8 A73 A73,10,,,1200,ALT,69,15,13,30.1,0,0,29.9,12.1,0,8,3.4,-9,29,65,61,62,61,60,60,60,65,0,0,0,OIL PRESS,,70
2021-07-04,13:13:06,20:13:06,-07:00,+37.5103938,-122.4909388,75,3D,72804.0,0.0,,0,0,-0.00,,1.9,5,-61,3,-1,0.0,0,,,-0.010,0.977,+1.444,,120,,,,29.99,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,19.1,402,,,040001F8 A75 A75,52,,,1200,ALT,69,15,13,30.2,0,0,29.9,12.1,0,8,2.0,-9,29,65,61,62,61,60,60,60,65,0,0,0,OIL PRESS,,70
2021-07-04,13:13:07,20:13:07,-07:00,+37.5103928,-122.4909390,77,3D,72805.0,0.0,,0,0,-0.00,,1.9,5,-61,3,1,0.0,0,,,-0.010,0.976,+1.310,,120,,,,29.99,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,19.1,402,,,040001F8 A77 A77,6,,,1200,ALT,69,15,13,30.1,0,0,29.9,12.1,0,7,1.0,-9,29,65,61,62,61,60,60,60,65,0,0,0,OIL PRESS,,70
2021-07-04,13:13:08,20:13:08,-07:00,+37.5103925,-122.4909403,78,3D,72806.0,0.0,,0,0,-0.00,,1.9,5,-61,3,-0,0.0,-0,,,-0.007,0.974,+1.181,,120,,,,29.99,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,19.1,403,,,040001F8 A80 A80,6,,,1200,ALT,69,15,13,29.9,0,0,29.9,12.2,0,6,0.6,-9,29,65,61,62,61,60,60,60,65,0,0,0,OIL PRESS,,70
2021-07-04,13:13:09,20:13:09,-07:00,+37.5103929,-122.4909425,80,3D,72807.0,0.0,,0,0,0.00,,1.9,5,-61,3,3,0.0,-0,,,-0.013,0.977,+1.079,,120,,,,29.99,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,19.1,403,,,040001F8 A82 A82,7,,,1200,ALT,69,15,13,29.6,0,0,29.9,12.2,0,6,0.3,-9,29,65,61,63,61,60,60,60,65,0,0,0,OIL PRESS,,70
