#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-24",product="GDU 460",software_version="8.40",system_id="60002EB05E7DB",unit="PFD1"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Target Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Airspeed Command (kt),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flaps,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,Baro,COM1,NavSrc,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,Flaps,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,
2020-03-29,13:07:18,20:07:18,-07:00,+37.5094786,-122.4915323,8,3D-,72456.1,0.0,,0,0,-0.07,,1.2,9,-126,29,35,4.0,2,,,-0.018,0.956,+2.161,,285,,30.09,,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,18.6,268,,,081101F8 A27 A27,40,,,1200,ALT,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,13:07:18,20:07:18,-07:00,+37.5094786,-122.4915323,8,3D-,72456.1,0.0,,0,0,-0.07,,1.2,9,-126,29,35,4.0,2,,,-0.018,0.956,+2.161,,285,,30.09,,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,18.6,268,,,081101F8 A27 A27,40,,,1200,ALT,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,13:07:19,20:07:19,-07:00,+37.5094805,-122.4915295,8,3D-,72456.8,0.0,,0,0,-0.06,,1.2,9,-127,29,7,0.0,2,,,-0.017,0.979,+4.189,,285,,30.09,123.450,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,18.6,266,,,081101F8 A29 A29,22,,,1200,ALT,79,3,4,34.0,68,1090,14.2,12.1,0,3,7.3,-7,-2,0,126,109,123,117,1050,1015,1065,1015,0,0,19,,
2020-03-29,13:07:20,20:07:20,-07:00,+37.5094815,-122.4915277,8,3D-,72457.8,0.0,,0,0,-0.03,,1.2,9,-127,29,-3,-0.0,2,,,0.012,0.972,+2.289,,285,,30.09,123.450,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,18.6,263,,,081101F8 A32 A32,40,,,1200,ALT,79,3,4,34.0,68,1110,13.9,12.1,0,3,7.3,-7,-2,0,127,110,124,118,1045,1025,1055,1010,0,0,19,,
2020-03-29,13:07:21,20:07:21,-07:00,+37.5094804,-122.4915260,8,3D-,72458.9,0.0,,0,0,-0.02,,1.2,9,-127,29,-11,-0.0,0,,,-0.007,0.985,+1.423,,285,,30.09,123.450,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,18.5,260,,,081101F8 A34 A34,26,,,1200,ALT,79,3,4,34.1,69,1100,13.8,12.1,0,3,7.3,-7,-2,0,128,111,126,119,1045,1035,1050,1010,0,0,19,,
2020-03-29,13:07:22,20:07:22,-07:00,+37.5094789,-122.4915250,8,3D-,72459.8,0.0,,0,0,-0.02,,1.2,9,-127,29,5,-0.0,2,,,-0.011,0.952,+0.729,,285,,30.09,123.450,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Fail/Communication fault/00000001 00000000,,,,,,,,,,,-13.4,18.5,256,,,081101F8 A35 A35,28,,,1200,ALT,79,3,4,33.9,69,1120,13.7,12.1,0,3,7.3,-7,-2,0,129,111,127,121,1040,1045,1050,1010,0,0,19,AOA UNCAL,
2020-03-29,13:07:23,20:07:23,-07:00,+37.5094779,-122.4915246,8,3D-,72460.8,0.0,,0,0,-0.01,,1.2,9,-127,29,2,0.0,1,,,-0.001,0.984,+0.788,,285,,30.09,123.450,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,18.5,254,,,081101F8 A38 A38,29,,,1200,ALT,79,3,4,33.9,70,1120,13.6,12.1,0,3,7.3,-7,-2,0,130,112,128,122,1040,1050,1050,1015,0,0,19,AOA UNCAL,
2020-03-29,13:07:24,20:07:24,-07:00,+37.5094776,-122.4915258,8,3D-,72461.8,0.0,,0,0,-0.01,,1.2,9,-126,29,11,0.0,1,,,-0.018,0.978,+0.365,,285,,30.09,123.450,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,18.5,251,,,081101F8 A41 A41,25,,,1200,ALT,79,3,4,33.7,70,1130,13.5,12.1,0,3,7.3,-7,-2,0,131,113,129,123,1040,1055,1050,1015,0,0,19,AOA UNCAL,
2020-03-29,13:07:25,20:07:25,-07:00,+37.5094773,-122.4915285,8,3D-,72462.8,0.0,,0,0,-0.01,,1.2,9,-127,29,-7,1.5,4,,,-0.015,0.969,+1.280,,285,,30.09,123.450,GPS,KPAO,18.2,99,99,0.000,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,18.4,247,,,081101F8 A43 A43,22,,,1200,ALT,79,3,4,33.3,70,1130,13.4,12.1,0,3,7.2,-7,-2,0,132,114,130,124,1040,1060,1050,1020,0,0,19,AOA UNCAL,
