#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-24",product="GDU 460",software_version="8.40",system_id="60002EB05E7DB",unit="PFD1"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Target Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Airspeed Command (kt),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flaps,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,Baro,COM1,NavSrc,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,Flaps,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,
2020-04-11,11:06:49,18:06:49,-07:00,+37.5094909,-122.4914960,26,3D-,583627.4,0.2,,0,0,0.12,,1.2,9,-75,-354,-1,0.0,0,,,-0.012,0.971,+0.985,,271,,29.62,,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,13.3,-294,,,081101F8 A28 A28,11,,,1200,ALT,72,4,4,16.1,0,0,29.7,0.1,0,0,0.0,-8,-3,45,105,86,105,91,70,55,75,55,0,0,0,ECS FAIL,
2020-04-11,11:06:49,18:06:49,-07:00,+37.5094909,-122.4914960,26,3D-,583627.4,0.2,,0,0,0.12,,1.2,9,-75,-354,-1,0.0,0,,,-0.012,0.971,+0.985,,271,,29.62,,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,13.3,-294,,,081101F8 A28 A28,11,,,1200,ALT,72,4,4,16.1,0,0,29.7,0.1,0,0,0.0,-8,-3,45,105,86,105,91,70,55,75,55,0,0,0,ECS FAIL,
2020-04-11,11:06:50,18:06:50,-07:00,+37.5094905,-122.4914986,24,3D-,583628.2,0.0,,0,0,0.07,,1.7,9,-75,-354,0,0.0,0,,,-0.011,0.967,+0.761,,271,,29.62,,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,13.3,-294,,,081101F8 A30 A30,10,,,1200,ALT,72,4,4,16.1,0,0,29.7,0.1,0,0,0.0,-8,-3,45,105,86,105,91,70,55,75,55,0,0,0,ECS FAIL,
2020-04-11,11:06:51,18:06:51,-07:00,+37.5094924,-122.4915012,23,3D-,583629.2,0.0,,0,0,0.04,,1.2,9,-74,-354,2,0.0,0,,,-0.011,0.966,+0.838,,271,,29.62,,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,13.3,-294,,,081101F8 A33 A33,7,,,1200,ALT,72,4,4,16.1,0,0,29.7,0.1,0,0,0.0,-8,-3,45,105,86,105,91,70,55,75,55,0,0,0,ECS FAIL,
2020-04-11,11:06:52,18:06:52,-07:00,+37.5094911,-122.4915043,25,3D-,583630.2,0.0,,0,0,0.03,,1.2,9,-74,-354,2,0.0,0,,,-0.012,0.967,+1.080,,271,,29.62,,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Powerup,,,,,,,,,,,-13.4,13.3,-295,,,081101F8 A35 A35,8,,,1200,ALT,72,4,4,16.1,0,0,29.7,0.1,0,0,0.0,-8,-3,45,105,86,105,91,70,55,75,55,0,0,0,OIL PRESS/VOLTS/ECS FAIL/AOA UNCAL,
2020-04-11,11:06:53,18:06:53,-07:00,+37.5094892,-122.4915057,25,3D-,583631.2,0.0,,0,0,0.02,,1.2,9,-74,-354,0,0.0,0,,,-0.011,0.968,+0.880,,271,,29.62,,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Fail/Communication fault/00000001 00000000,,,,,,,,,,,-13.4,13.3,-295,,,081101F8 A37 A37,6,,,1200,ALT,72,4,4,16.1,0,0,29.7,0.1,0,0,0.0,-8,-3,45,105,86,105,91,70,55,75,55,0,0,0,OIL PRESS/VOLTS/ECS FAIL/AOA UNCAL,
2020-04-11,11:06:54,18:06:54,-07:00,+37.5094867,-122.4915063,25,3D-,583632.2,0.0,,0,0,0.02,,1.2,9,-74,-354,3,0.0,0,,,-0.011,0.969,+1.064,,271,,29.62,,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,13.3,-295,,,081101F8 A40 A40,6,,,1200,ALT,72,4,4,16.0,0,0,29.7,0.1,0,0,0.0,-8,-3,45,105,86,105,91,70,55,75,55,0,0,0,OIL PRESS/VOLTS/ECS FAIL/AOA UNCAL,
2020-04-11,11:06:55,18:06:55,-07:00,+37.5094842,-122.4915064,23,3D-,583633.2,0.0,,0,0,0.01,,1.2,9,-74,-354,-0,0.0,0,,,-0.011,0.969,+0.978,,271,,29.62,,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,13.3,-295,,,081101F8 A42 A42,6,,,1200,ALT,72,4,4,16.0,0,0,29.7,0.1,0,0,0.0,-8,-3,45,105,86,105,91,70,55,75,55,0,0,0,OIL PRESS/VOLTS/ECS FAIL/AOA UNCAL,
2020-04-11,11:06:56,18:06:56,-07:00,+37.5094843,-122.4915096,23,3D-,583634.2,0.0,,0,0,0.01,,1.2,9,-75,-354,-3,0.0,0,,,-0.011,0.969,+0.925,,271,,29.62,,GPS,KPAO,18.2,99,99,0.001,+0.00,7595,1.25nm,,,,,Fail,,,,,,,,,,,-13.4,13.3,-295,,,081101F8 A44 A44,6,,,1200,ALT,72,4,4,16.0,0,0,29.7,0.1,0,0,0.0,-8,-3,45,105,86,105,91,70,55,75,55,0,0,0,OIL PRESS/VOLTS/ECS FAIL/AOA UNCAL,
