#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="PFD1",airframe_hours="104.4",engine_hours="104.4"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flap,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,,,,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,E1 %Pwr,,,
2021-10-10,12:44:19,19:44:19,-07:00,+37.5104326,-122.4908933,-24,3D-,71077.0,0.0,,0,0,0.12,,1.3,8,-150,52,-3,0.0,0,,,-0.008,0.975,+1.995,,300,,,,30.14,,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,17.0,48,,,081001F8 A26 A26,8,,,,,149,15,15,6.1,0,0,29.8,12.4,0,6,0.0,-5,-7,3.17,0.01,0.01,151,147,155,153,125,125,125,125,0,0,,,83
2021-10-10,12:44:19,19:44:19,-07:00,+37.5103601,-122.4908688,19,3D (SFD1),71059.1,0.0,,-0,-0,-0.04,,1.2,9,-150,51,-3,0.0,0,,,-0.014,0.980,+1.985,,300,,,,30.14,,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,17.0,48,,,081001F8 A26 A26,9,,,,,149,15,15,6.1,0,0,29.8,12.4,0,6,0.0,-5,-7,3.17,0.01,0.01,151,147,155,153,125,125,125,125,0,0,,,83
2021-10-10,12:44:20,19:44:20,-07:00,+37.5103544,-122.4908731,11,3D (SFD1),71060.1,0.1,,-0,-0,0.06,,1.2,9,-151,51,-9,0.0,0,,,-0.013,0.977,+1.845,,300,,,,30.14,,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,17.0,48,,,081001F8 A28 A28,10,,,,,149,15,15,6.1,0,0,29.8,12.4,0,6,0.0,-5,-7,3.17,0.01,0.01,151,147,155,153,125,125,125,125,0,0,,,83
2021-10-10,12:44:21,19:44:21,-07:00,+37.5103596,-122.4908786,14,3D (SFD1),71061.1,0.1,,-0,-0,-0.02,,1.2,9,-151,51,-9,0.0,0,,,-0.015,0.977,+1.707,,300,,,,30.14,,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,17.0,48,,,081001F8 A30 A30,6,,L+,1200,ALT,149,15,15,6.1,0,0,29.8,12.5,0,6,0.0,-5,-7,3.17,0.01,0.01,151,147,155,153,125,125,125,125,0,0,FUEL PRESS/OIL PRESS,,83
2021-10-10,12:44:22,19:44:22,-07:00,+37.5103617,-122.4908677,15,3D (SFD1),71062.0,0.1,,-0,-0,-0.02,,1.2,9,-151,51,-9,0.0,-0,,,-0.011,0.983,+1.615,,300,,,,30.14,122.800,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,17.0,48,,,081001F8 A32 A32,7,,,1200,ALT,149,15,15,6.1,0,0,29.8,12.5,0,6,0.0,-5,-7,3.17,0.01,0.01,151,147,155,153,125,125,125,125,0,0,FUEL PRESS/OIL PRESS,,83
2021-10-10,12:44:23,19:44:23,-07:00,+37.5103642,-122.4908737,17,3D (SFD1),71063.1,0.0,,-0,-0,0.02,,1.2,9,-151,51,0,0.0,-0,,,-0.012,0.980,+1.501,,300,,,,30.14,122.800,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,17.0,48,,,081101F8 A34 A34,6,,,1200,ALT,149,15,15,6.1,0,0,29.8,12.5,0,6,0.0,-5,-7,3.17,0.01,0.01,151,147,155,153,125,125,125,125,0,0,FUEL PRESS/OIL PRESS,,83
2021-10-10,12:44:24,19:44:24,-07:00,+37.5103684,-122.4908692,21,3D (SFD1),71064.0,0.0,,-0,-0,0.03,,1.2,9,-151,51,-3,0.0,0,,,-0.015,0.977,+1.390,,300,,,,30.14,122.800,GPS1,,,,,,,,,ENR,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.2,17.0,48,,,081101F8 A37 A37,9,,,1200,ALT,149,15,15,6.1,0,0,29.8,12.5,0,6,0.0,-5,-7,3.17,0.01,0.01,151,147,155,153,125,125,125,125,0,0,FUEL PRESS/OIL PRESS,,83
2021-10-10,12:44:25,19:44:25,-07:00,+37.5103605,-122.4908905,25,3D (SFD1),71065.0,0.1,,-0,-0,-0.19,,1.2,9,-151,51,-2,0.0,0,,,-0.012,0.975,+1.413,,300,,,,30.14,122.800,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,17.0,49,,,081101F8 A40 A40,7,,,1200,ALT,149,15,15,6.1,0,0,29.8,12.5,0,6,0.0,-5,-7,3.17,0.01,0.01,151,147,155,153,125,125,125,125,0,0,FUEL PRESS/OIL PRESS,,83
2021-10-10,12:44:26,19:44:26,-07:00,+37.5103643,-122.4908842,25,3D (SFD1),71066.0,0.1,,-0,-0,-0.07,,1.2,9,-151,51,-0,0.0,0,,,-0.019,0.979,+1.504,,300,,,,30.14,122.800,GPS1,,,,,,,,,ENR,,,,,Fail,,,,,,,,,,,,-13.2,17.0,49,,,081101F8 A41 A41,6,,,1200,ALT,149,15,15,6.1,0,0,29.8,12.5,0,6,0.0,-5,-7,3.17,0.01,0.01,151,147,155,153,125,125,125,125,0,0,FUEL PRESS/OIL PRESS,,83
