#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="109.9",engine_hours="109.9"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,FP,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
2021-10-31,12:20:23,19:20:23,-07:00,+37.5103839,-122.4909630,28,3D (PFD1),69641.1,0.0,,0,0,0.00,,1.4,7,-62,20,10,-0.0,0,,,-0.018,0.975,+3.029,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,68,,,040001F8 A81 A81,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,7,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:24,19:20:24,-07:00,+37.5103839,-122.4909636,29,3D (PFD1),69642.1,0.0,,0,0,0.00,,1.4,7,-62,20,9,0.0,0,,,-0.017,0.977,+2.715,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,69,,,040001F8 A83 A83,5,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,7,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:25,19:20:25,-07:00,+37.5103839,-122.4909643,29,3D (PFD1),69643.1,0.0,,0,0,-0.00,,1.4,7,-62,20,2,0.0,0,,,-0.017,0.976,+2.503,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,69,,,040001F8 A86 A86,5,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:26,19:20:26,-07:00,+37.5103837,-122.4909648,29,3D (PFD1),69644.1,0.0,,0,0,0.01,,1.4,7,-62,20,-4,-0.0,-0,,,-0.017,0.976,+2.506,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,69,,,040001F8 A89 A89,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:27,19:20:27,-07:00,+37.5103832,-122.4909655,30,3D (PFD1),69645.1,0.0,,0,0,0.00,,1.4,7,-62,20,1,-0.0,-0,,,-0.016,0.976,+2.638,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,69,,,040001F8 A91 A91,5,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:28,19:20:28,-07:00,+37.5103824,-122.4909660,30,3D (PFD1),69646.1,0.0,,0,0,0.00,,1.4,7,-62,20,3,0.0,0,,,-0.018,0.976,+2.789,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,70,,,040001F8 A93 A93,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:29,19:20:29,-07:00,+37.5103818,-122.4909666,31,3D (PFD1),69647.1,0.0,,0,0,0.00,,2.4,7,-62,20,-2,-0.1,1,,,-0.017,0.976,+2.933,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,70,,,040001F8 A95 A95,8,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:30,19:20:30,-07:00,+37.5103816,-122.4909671,31,3D (PFD1),69648.1,0.0,,0,0,0.00,,1.4,7,-63,20,-9,0.0,1,,,-0.017,0.975,+2.952,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,70,,,040001F8 A97 A97,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:31,19:20:31,-07:00,+37.5103816,-122.4909672,31,3D (PFD1),69649.1,0.0,,0,0,0.00,214.2,1.4,7,-62,20,0,-0.0,0,10.34,1.05,-0.015,0.975,+2.991,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,70,,,040007FF D2 D2,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:32,19:20:32,-07:00,+37.5103815,-122.4909672,31,3D (PFD1),69650.1,0.0,,0,0,0.00,214.2,1.4,7,-62,20,1,-0.0,0,10.31,1.04,-0.019,0.974,+2.926,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,70,,,040007FF D12 D12,7,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:33,19:20:33,-07:00,+37.5103815,-122.4909673,31,3D (PFD1),69651.1,0.0,,0,0,0.00,214.2,1.4,7,-62,20,8,0.0,0,10.29,1.01,-0.019,0.974,+2.944,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,70,,,040007FF D22 D22,10,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:34,19:20:34,-07:00,+37.5103816,-122.4909672,31,3D (PFD1),69652.1,0.0,,0,0,0.00,214.2,1.4,7,-62,20,11,0.0,0,10.33,1.06,-0.021,0.975,+3.197,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,71,,,040007FF D31 D31,9,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:35,19:20:35,-07:00,+37.5103816,-122.4909673,31,3D (PFD1),69653.1,0.0,,0,0,0.00,214.2,1.4,7,-62,20,2,0.0,0,10.35,1.09,-0.019,0.976,+3.499,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,71,,,040007FF D43 D43,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:36,19:20:36,-07:00,+37.5103816,-122.4909673,31,3D (PFD1),69654.1,0.0,,0,0,-0.00,214.2,1.4,7,-62,20,-2,0.2,1,10.36,1.06,-0.018,0.975,+3.562,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.2,71,,,040007FF D53 D53,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:37,19:20:37,-07:00,+37.5103815,-122.4909674,31,3D (PFD1),69655.1,0.0,,0,0,-0.00,214.1,1.4,7,-62,20,-1,0.3,1,10.33,1.02,-0.017,0.976,+3.357,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.3,72,,,040007FF D62 D62,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:38,19:20:38,-07:00,+37.5103815,-122.4909674,31,3D (PFD1),69656.1,0.0,,0,0,-0.00,214.2,1.4,7,-62,20,-0,0.2,0,10.32,1.01,-0.016,0.975,+2.939,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.3,72,,,040007FF D72 D72,5,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,179,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:39,19:20:39,-07:00,+37.5103815,-122.4909674,31,3D (PFD1),69657.1,0.0,,0,0,-0.00,214.1,2.4,7,-62,20,-0,0.1,0,10.33,1.04,-0.019,0.976,+2.448,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.3,73,,,040007FF D82 D82,5,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,178,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:40,19:20:40,-07:00,+37.5103815,-122.4909674,31,3D (PFD1),69658.1,0.0,,0,0,0.00,214.1,2.4,7,-62,20,-8,0.0,0,10.32,1.05,-0.018,0.975,+2.181,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.3,73,,,040007FF D94 D94,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,178,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:41,19:20:41,-07:00,+37.5103815,-122.4909675,31,3D (PFD1),69659.1,0.0,,0,0,0.00,214.1,2.4,7,-63,20,-9,-0.0,0,10.33,1.06,-0.016,0.975,+2.458,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.3,73,,,040007FF D98 D98,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,178,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:42,19:20:42,-07:00,+37.5103815,-122.4909675,31,3D (PFD1),69660.1,0.0,,0,0,-0.00,214.2,2.4,7,-63,20,-8,-0.0,0,10.32,1.08,-0.017,0.976,+2.548,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.3,73,,,040007FF D98 D98,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,178,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:43,19:20:43,-07:00,+37.5103816,-122.4909675,31,3D (PFD1),69661.1,0.0,,0,0,-0.00,214.1,2.4,7,-63,20,-4,0.0,0,10.32,1.10,-0.017,0.975,+2.926,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.3,73,,,040007FF D98 D98,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,178,176,184,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:44,19:20:44,-07:00,+37.5103816,-122.4909675,31,3D (PFD1),69662.1,0.0,,0,0,-0.00,214.1,2.4,7,-63,20,-1,0.0,-0,10.35,1.10,-0.017,0.976,+3.390,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.3,74,,,040007FF D98 D98,5,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,178,176,183,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:45,19:20:45,-07:00,+37.5103816,-122.4909675,31,3D (PFD1),69663.1,0.0,,0,0,-0.00,214.2,2.4,7,-62,20,6,-0.0,-0,10.32,1.11,-0.018,0.975,+3.555,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.3,75,,,040007FF D98 D98,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,178,176,183,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:46,19:20:46,-07:00,+37.5103816,-122.4909676,31,3D (PFD1),69664.1,0.0,,0,0,0.00,214.1,2.4,7,-62,20,8,0.0,-0,10.30,1.11,-0.018,0.975,+3.760,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.3,75,,,040007FF N0 N0,7,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,178,176,183,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:47,19:20:47,-07:00,+37.5103816,-122.4909676,31,3D (PFD1),69665.1,0.0,,0,0,0.00,214.1,2.4,7,-62,20,3,0.0,-0,10.27,1.12,-0.018,0.975,+3.772,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.3,76,,,040007FF N2 N2,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,178,176,183,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:48,19:20:48,-07:00,+37.5103816,-122.4909676,31,3D (PFD1),69666.1,0.0,,0,0,0.00,214.1,2.4,7,-63,20,-1,0.0,0,10.25,1.11,-0.019,0.976,+3.901,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.3,76,,,040007FF N5 N5,7,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,178,176,183,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:49,19:20:49,-07:00,+37.5103816,-122.4909676,31,3D (PFD1),69667.1,0.0,,0,0,0.00,214.1,2.4,7,-62,20,2,-0.0,0,10.30,1.08,-0.019,0.976,+3.817,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.3,76,,,040007FF N9 N9,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,178,176,183,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:50,19:20:50,-07:00,+37.5103817,-122.4909676,31,3D (PFD1),69668.1,0.0,,0,0,-0.00,214.1,2.4,7,-62,20,-4,-0.0,0,10.33,1.08,-0.019,0.976,+3.801,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.3,76,,,040007FF N12 N12,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.2,0,6,0.0,-5,4,,0.01,0.01,178,176,183,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:51,19:20:51,-07:00,+37.5103817,-122.4909676,31,3D (PFD1),69669.1,0.0,,0,0,0.00,214.1,2.4,7,-62,20,-4,0.0,0,10.37,1.07,-0.018,0.975,+3.653,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.3,77,,,040007FF N16 N16,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.3,0,6,0.0,-5,4,,0.01,0.01,178,176,183,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:52,19:20:52,-07:00,+37.5103817,-122.4909676,31,3D (PFD1),69670.1,0.0,,0,0,0.00,214.1,2.4,7,-62,20,4,0.0,0,10.38,1.06,-0.019,0.975,+3.396,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.3,77,,,040007FF N20 N20,5,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.3,0,6,0.0,-5,4,,0.01,0.01,178,176,183,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:53,19:20:53,-07:00,+37.5103817,-122.4909676,31,3D (PFD1),69671.1,0.0,,0,0,-0.00,214.2,2.4,7,-62,20,1,-0.0,0,10.37,1.08,-0.018,0.976,+3.505,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.3,78,,,040007FF N23 N23,6,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.3,0,6,0.0,-5,4,,0.01,0.01,178,176,183,179,145,150,150,150,0,0,OIL PRESS,,86
2021-10-31,12:20:54,19:20:54,-07:00,+37.5103817,-122.4909676,31,3D (PFD1),69672.1,0.0,,0,0,-0.00,214.2,2.4,7,-62,20,-1,-0.0,0,10.36,1.08,-0.018,0.975,+3.568,,166,,,,30.01,122.800,GPS1,LOI,,,,,,,,ENR,,,,,,,,,,,,,,,,,-13.2,16.3,78,,,040007FF N27 N27,5,,,1200,ALT,155,16,20,24.9,0,0,29.8,12.3,0,6,0.0,-5,4,0.98,0.01,0.01,178,176,183,179,145,150,150,150,0,0,OIL PRESS,,86
