#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="PFD1",airframe_hours="82.0",engine_hours="82.0"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Temp1 (deg F),Temp2 (deg F),Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flaps,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
2021-08-02,12:06:03,19:06:03,-07:00,+37.5134520,-122.4950448,-43,3D-,155181.4,0.2,,0,0,-0.00,,1.6,9,-154,48,-4,0.0,-0,,,-0.013,0.978,+1.672,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,511,,,081101F8 A52 A52,5,,,1200,ALT,169,21,20,36.9,0,0,30.1,12.7,0,5,100,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:04,19:06:04,-07:00,+37.5134491,-122.4950591,-24,3D-,155182.4,0.0,,0,0,-0.00,,1.2,9,-154,48,-1,0.0,0,,,-0.014,0.977,+1.782,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,510,,,081101F8 A54 A54,6,,,1200,ALT,169,21,20,36.9,0,0,30.1,12.7,0,5,101,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:05,19:06:05,-07:00,+37.5134498,-122.4950647,-13,3D-,155183.4,0.0,,0,0,-0.00,,1.6,9,-154,48,-1,0.0,0,,,-0.014,0.978,+1.889,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,510,,,081101F8 A56 A56,6,,,1200,ALT,169,21,20,36.8,0,0,30.1,12.7,0,5,101,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:06,19:06:06,-07:00,+37.5134507,-122.4950713,-5,3D-,155184.4,0.0,,0,0,-0.00,,1.3,7,-154,48,0,-0.1,-0,,,-0.013,0.978,+1.862,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,510,,,081101F8 A58 A58,6,,,1200,ALT,169,21,20,36.8,0,0,30.1,12.7,0,5,102,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:07,19:06:07,-07:00,+37.5134520,-122.4950882,8,3D-,155185.4,0.0,,0,0,0.00,,1.3,7,-154,48,2,0.0,0,,,-0.014,0.978,+1.743,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,510,,,081101F8 A61 A61,6,,,1200,ALT,169,21,20,36.7,0,0,30.1,12.7,0,5,102,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:08,19:06:08,-07:00,+37.5134533,-122.4951066,22,3D,155186.4,0.0,,0,0,0.00,,1.3,7,-154,48,-1,-0.0,0,,,-0.013,0.978,+1.552,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,510,,,081101F8 A64 A64,6,,,1200,ALT,169,21,20,36.7,0,0,30.1,12.7,0,5,103,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:09,19:06:09,-07:00,+37.5134563,-122.4951448,48,3D,155187.4,0.0,,0,0,0.01,,1.3,7,-154,48,0,-0.0,0,,,-0.013,0.978,+1.396,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,510,,,080001F8 A65 A65,6,,,1200,ALT,169,21,20,36.7,0,0,30.1,12.7,0,5,103,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:10,19:06:10,-07:00,+37.5134566,-122.4951547,55,3D,155188.4,0.0,,0,0,0.01,,1.3,7,-154,48,-3,0.0,-0,,,-0.013,0.979,+1.283,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,509,,,020001F8 A67 A67,6,,,1200,ALT,169,21,20,36.6,0,0,30.1,12.7,0,5,103,,0.0,-11,5,45,0.01,0.01,221,236,248,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:11,19:06:11,-07:00,+37.5134508,-122.4951862,79,3D-,155189.4,0.0,,0,0,0.00,,1.3,7,-153,48,6,-0.0,-0,,,-0.013,0.978,+1.235,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,509,,,020001F8 A67 A67,6,,,1200,ALT,169,21,20,36.6,0,0,30.1,12.7,0,5,104,,0.0,-11,5,45,0.01,0.01,221,236,247,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:12,19:06:12,-07:00,+37.5134472,-122.4951993,91,3D-,155190.4,0.0,,0,0,0.01,,1.3,7,-154,48,-5,-0.0,0,,,-0.014,0.977,+1.189,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,509,,,020001F8 A67 A67,6,,,1200,ALT,169,21,20,36.6,0,0,30.1,12.7,0,5,104,,0.0,-11,5,45,0.01,0.01,220,236,247,240,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:13,19:06:13,-07:00,+37.5134443,-122.4952054,98,3D,155191.4,0.0,,0,0,0.01,,1.3,7,-154,48,-4,0.0,0,,,-0.014,0.977,+1.188,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,509,,,040001F8 A68 A68,6,,,1200,ALT,169,21,20,36.5,0,0,30.1,12.7,0,5,105,,0.0,-11,5,45,0.01,0.01,220,236,247,239,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:14,19:06:14,-07:00,+37.5134424,-122.4952065,100,3D,155192.4,0.0,,0,0,0.01,,1.3,7,-154,48,-2,0.0,0,,,-0.014,0.977,+1.193,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,510,,,040001F8 A69 A69,6,,,1200,ALT,169,21,20,36.5,0,0,30.1,12.7,0,5,105,,0.0,-11,5,45,0.01,0.01,220,236,247,239,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:15,19:06:15,-07:00,+37.5134413,-122.4952055,101,3D,155193.4,0.0,,0,0,0.00,,1.3,7,-154,48,3,-0.0,-0,,,-0.012,0.977,+1.236,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,511,,,040001F8 A72 A72,6,,,1200,ALT,169,21,20,36.5,0,0,30.1,12.7,0,5,106,,0.0,-11,5,45,0.01,0.01,220,236,247,239,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:16,19:06:16,-07:00,+37.5134401,-122.4952042,100,3D,155194.4,0.0,,0,0,0.00,,1.3,7,-154,48,-1,-0.0,-0,,,-0.014,0.978,+1.263,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,511,,,040001F8 A74 A74,5,,,1200,ALT,169,21,20,36.4,0,0,30.1,12.7,0,5,106,,0.0,-11,5,45,0.01,0.01,220,236,247,239,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:17,19:06:17,-07:00,+37.5134396,-122.4952024,99,3D,155195.4,0.0,,0,0,-0.00,,1.3,7,-154,48,2,0.0,0,,,-0.013,0.979,+1.315,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,512,,,040001F8 A77 A77,6,,,1200,ALT,169,21,20,36.4,0,0,30.1,12.7,0,5,107,,0.0,-11,5,45,0.01,0.01,220,236,247,239,240,240,280,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:18,19:06:18,-07:00,+37.5134396,-122.4952004,98,3D,155196.4,0.0,,0,0,0.00,,1.3,7,-154,48,-2,0.0,0,,,-0.012,0.978,+1.317,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,512,,,020001F8 A79 A79,6,,,1200,ALT,169,21,20,36.4,0,0,30.1,12.7,0,5,107,,0.0,-11,5,45,0.01,0.01,220,236,247,239,240,240,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:19,19:06:19,-07:00,+37.5134395,-122.4951982,97,3D,155197.4,0.0,,0,0,-0.00,,1.3,7,-154,48,4,-0.0,0,,,-0.014,0.979,+1.322,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,512,,,020001F8 A79 A79,6,,,1200,ALT,169,21,20,36.3,0,0,30.1,12.7,0,5,108,,0.0,-11,5,45,0.01,0.01,220,236,247,239,240,240,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:20,19:06:20,-07:00,+37.5134397,-122.4951958,96,3D,155198.4,0.0,,0,0,-0.00,,1.3,7,-154,48,3,-0.0,0,,,-0.012,0.978,+1.355,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,512,,,020001F8 A79 A79,7,,,1200,ALT,169,21,20,36.3,0,0,30.1,12.7,0,5,108,,0.0,-11,5,45,0.01,0.01,220,236,247,239,240,240,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:21,19:06:21,-07:00,+37.5134402,-122.4951940,95,3D,155199.4,0.0,,0,0,-0.00,,1.3,7,-153,48,4,0.0,-0,,,-0.013,0.978,+1.439,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,513,,,040001F8 A79 A79,6,,,1200,ALT,169,21,20,36.3,0,0,30.1,12.7,0,5,109,,0.0,-11,5,45,0.01,0.01,220,236,247,239,240,240,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:22,19:06:22,-07:00,+37.5134407,-122.4951925,95,3D,155200.4,0.0,,0,0,-0.00,,1.2,8,-154,48,-3,3.6,3,,,-0.015,0.978,+1.737,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,513,,,040001F8 A81 A81,7,,,1200,ALT,169,21,20,36.2,0,0,30.1,12.7,0,5,109,,0.0,-11,5,45,0.01,0.01,220,236,247,239,240,240,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:23,19:06:23,-07:00,+37.5134412,-122.4951910,94,3D,155201.4,0.0,,0,0,0.00,,1.2,8,-154,48,-2,-0.1,1,,,-0.014,0.977,+1.768,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,513,,,040001F8 A83 A83,5,,,1200,ALT,169,21,20,36.2,0,0,30.1,12.7,0,5,110,,0.0,-11,5,45,0.01,0.01,220,236,247,239,240,240,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:24,19:06:24,-07:00,+37.5134415,-122.4951905,94,3D,155202.4,0.0,,0,0,0.00,,1.2,8,-154,48,-12,-0.0,0,,,-0.014,0.978,+1.693,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,513,,,040001F8 A86 A86,5,,,1200,ALT,169,21,20,36.2,0,0,30.1,12.7,0,5,110,,0.0,-11,5,45,0.01,0.01,220,236,247,239,240,240,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:25,19:06:25,-07:00,+37.5134415,-122.4951904,94,3D,155203.4,0.0,,0,0,0.00,,1.2,8,-154,48,-2,-0.0,0,,,-0.013,0.978,+1.647,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,513,,,040001F8 A88 A88,5,,,1200,ALT,169,21,20,36.1,0,0,30.1,12.7,0,5,111,,0.0,-11,5,45,0.01,0.01,220,236,247,239,240,240,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:26,19:06:26,-07:00,+37.5134415,-122.4951904,94,3D,155204.4,0.0,,0,0,0.00,,1.8,8,-154,48,4,-0.0,-0,,,-0.014,0.980,+1.659,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,514,,,040001F8 A90 A90,6,,,1200,ALT,169,21,20,36.1,0,0,30.1,12.7,0,5,111,,0.0,-11,5,45,0.01,0.01,220,235,247,239,240,240,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:27,19:06:27,-07:00,+37.5134416,-122.4951902,94,3D,155205.4,0.0,,0,0,-0.01,,1.2,8,-154,48,3,-0.1,0,,,-0.013,0.978,+1.773,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,514,,,040001F8 A92 A92,6,,,1200,ALT,169,21,20,36.1,0,0,30.1,12.7,0,5,112,,0.0,-11,5,45,0.01,0.01,220,235,247,239,240,240,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:28,19:06:28,-07:00,+37.5134415,-122.4951903,94,3D,155206.4,0.0,,0,0,-0.00,,1.2,8,-153,48,0,0.8,2,,,-0.013,0.977,+1.930,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,515,,,040001F8 A94 A94,6,,,1200,ALT,169,21,20,36.1,0,0,30.1,12.7,0,5,112,,0.0,-11,5,45,0.01,0.01,219,235,247,239,240,240,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:29,19:06:29,-07:00,+37.5134416,-122.4951903,94,3D,155207.4,0.0,,0,0,-0.00,,1.2,8,-153,48,7,0.0,0,,,-0.014,0.978,+1.991,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,515,,,040001F8 A97 A97,6,,,1200,ALT,169,21,20,36.0,0,0,30.1,12.7,0,5,113,,0.0,-11,5,45,0.01,0.01,219,235,247,239,235,240,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:30,19:06:30,-07:00,+37.5134417,-122.4951902,94,3D,155208.4,0.0,,0,0,-0.00,200.5,1.1,9,-153,48,1,-0.0,1,10.09,0.76,-0.013,0.978,+1.918,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,516,,,040007FF D5 D5,5,,,1200,ALT,169,21,20,36.0,0,0,30.1,12.7,0,5,113,,0.0,-11,5,45,0.01,0.01,219,235,247,239,235,235,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:31,19:06:31,-07:00,+37.5134417,-122.4951901,94,3D,155209.4,0.0,,0,0,0.00,200.5,1.1,9,-154,48,-8,-0.0,0,10.12,0.75,-0.015,0.977,+1.810,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,515,,,040007FF D14 D14,5,,,1200,ALT,169,21,20,36.0,0,0,30.1,12.7,0,5,114,,0.0,-11,5,45,0.01,0.01,219,235,246,239,235,235,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:32,19:06:32,-07:00,+37.5134416,-122.4951901,94,3D,155210.4,0.0,,0,0,0.00,200.4,1.1,9,-153,48,3,0.0,0,10.10,0.76,-0.014,0.980,+1.751,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,515,,,040007FF D26 D26,6,,,1200,ALT,169,21,20,35.9,0,0,30.1,12.7,0,5,114,,0.0,-11,5,45,0.01,0.01,219,235,246,239,235,235,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:33,19:06:33,-07:00,+37.5134417,-122.4951900,94,3D,155211.4,0.0,,0,0,-0.00,200.5,1.1,9,-153,48,6,0.0,0,10.12,0.79,-0.015,0.978,+1.685,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,516,,,040007FF D38 D38,5,,,1200,ALT,169,21,20,35.9,0,0,30.1,12.7,0,5,115,,0.0,-11,5,45,0.01,0.01,219,235,246,239,235,235,275,245,0,0,0,OIL PRESS,,72
2021-08-02,12:06:34,19:06:34,-07:00,+37.5134417,-122.4951900,94,3D,155212.4,0.0,,0,0,-0.00,200.3,1.1,9,-153,48,4,-0.0,0,10.12,0.74,-0.013,0.979,+1.692,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,515,,,040007FF D50 D50,6,,,1200,ALT,169,21,20,35.9,0,0,30.1,12.7,0,5,115,,0.0,-11,5,45,0.01,0.01,219,235,246,238,235,235,275,240,0,0,0,OIL PRESS,,72
2021-08-02,12:06:35,19:06:35,-07:00,+37.5134417,-122.4951900,94,3D,155213.4,0.0,,0,0,0.00,200.3,1.5,9,-153,49,3,0.0,0,10.07,0.82,-0.014,0.978,+1.840,,300,,,,30.14,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,21.0,514,,,040007FF D58 D58,6,,,1200,ALT,169,21,20,35.8,0,0,30.1,12.7,0,5,115,,0.0,-11,5,45,0.01,0.01,219,235,246,238,235,235,275,240,0,0,0,OIL PRESS,,72
