#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="MFD1",airframe_hours="69.1",engine_hours="69.1"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,,
2021-05-28,15:48:26,22:48:26,-07:00,+37.5106815,-122.4914884,499,3D- (PFD1),514123.7,8.9,,5,-1,0.40,,1.8,5,-87,59,0,0.0,-0,,,-0.010,0.975,+1.572,,317,,,,30.08,122.800,GPS,,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.2,16.5,74,,,081101F8 A29 A29,7,,,1200,ALT,67,12,12,30.0,0,0,29.7,12.2,0,8,4.0,-4,12,64,61,62,61,60,55,60,60,0,0,0,OIL PRESS,,69
2021-05-28,15:48:26,22:48:26,-07:00,,,,,,,,,,,,,,-87,60,6,0.0,0,,,-0.009,0.977,+1.485,,317,,,,30.08,122.800,GPS,LOI,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.2,16.5,74,,,081101F8 A31 A31,6,,,1200,ALT,67,12,12,29.9,0,0,29.7,12.2,0,8,4.3,-4,12,64,61,62,61,60,55,60,60,0,0,0,OIL PRESS,,69
2021-05-28,15:48:27,22:48:27,-07:00,,,,,,,,,,,,,,-87,60,2,0.0,0,,,-0.008,0.977,+1.343,,317,,,,30.08,122.800,GPS,LOI,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.2,16.5,74,,,081101F8 A34 A34,8,,,1200,ALT,67,12,12,30.0,0,0,29.7,12.2,0,8,3.1,-4,12,64,61,62,61,60,55,60,60,0,0,0,OIL PRESS,,69
2021-05-28,15:48:28,22:48:28,-07:00,,,,,,,,,,,,,,-87,60,-4,0.0,0,,,-0.012,0.978,+1.197,,317,,,,30.08,122.800,GPS,LOI,,,,,,,,,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.2,16.5,74,,,081101F8 A36 A36,29,,,1200,ALT,67,12,12,30.2,0,0,29.7,12.2,0,8,1.8,-4,12,64,61,62,61,60,55,60,60,0,0,0,OIL PRESS,,69
2021-05-28,15:48:29,22:48:29,-07:00,,,,,,,,,,,,,,-87,60,-3,0.0,-0,,,-0.009,0.976,+1.095,,317,,,,30.08,122.800,GPS,LOI,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.5,73,,,081101F8 A39 A39,6,,,1200,ALT,67,12,12,30.0,0,0,29.7,12.2,0,7,1.1,-4,12,64,61,62,61,60,55,60,60,0,0,0,OIL PRESS,,69
2021-05-28,15:48:30,22:48:30,-07:00,,,,,,,,,,,,,,-87,60,6,0.0,-0,,,-0.009,0.974,+1.017,,317,,,,30.08,122.800,GPS,LOI,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.5,73,,,081101F8 A42 A42,7,,,1200,ALT,67,12,12,29.6,0,0,29.7,12.2,0,6,0.8,-4,12,64,61,62,61,60,55,60,60,0,0,0,OIL PRESS,,69
2021-05-28,15:48:31,22:48:31,-07:00,,,,,,,,,,,,,,-87,60,-1,0.0,0,,,-0.011,0.973,+1.092,,317,,,,30.08,122.800,GPS,LOI,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.5,73,,,081101F8 A45 A45,7,,,1200,ALT,67,12,12,29.2,0,0,29.7,12.3,0,5,0.6,-4,12,64,61,62,61,60,55,60,60,0,0,0,OIL PRESS,,69
2021-05-28,15:48:33,22:48:33,-07:00,+37.5107067,-122.4915924,491,3D- (PFD1),514130.7,2.9,,-1,1,-0.08,,2.8,4,-87,60,5,0.0,0,,,-0.010,0.977,+1.135,,317,,,,30.08,122.800,GPS,,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.5,72,,,081101F8 A47 A47,6,,,1200,ALT,67,12,12,28.8,0,0,29.7,12.3,0,5,0.3,-4,12,64,61,62,61,60,55,60,60,0,0,0,OIL PRESS,,69
2021-05-28,15:48:33,22:48:33,-07:00,,,,,,,,,,,,,,-86,60,15,0.0,0,,,-0.009,0.974,+1.153,,317,,,,30.08,122.800,GPS,LOI,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.2,16.5,72,,,081101F8 A50 A50,6,,,1200,ALT,67,12,12,28.6,0,0,29.7,12.3,0,5,0.2,-4,12,64,61,62,61,60,55,60,60,0,0,0,OIL PRESS,,69
