#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2C",product="GDU 460",software_version="8.71",system_id="60002EB05E7DB",unit="PFD1"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),BU BATT LOW (discrete),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,,E1 %Pwr,,
2020-07-18,18:07:09,01:07:09,-07:00,+37.5104858,-122.4910010,40,3D-,4046.8,0.0,,0,0,-0.00,,1.8,6,-17,83,1,0.0,-0,,,-0.006,0.978,+0.917,,299,,,,30.03,,GPS,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.4,20.7,643,,,081101F8 A35 A35,10,,,1200,ALT,77,20,20,0.0,0,0,29.9,0.2,0,0,0.0,-28,3,73,70,70,70,70,70,70,70,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
2020-07-18,18:07:09,01:07:09,-07:00,+37.5104878,-122.4910035,39,3D-,4047.2,0.0,,0,0,-0.00,,1.8,6,-17,83,-5,0.0,0,,,-0.012,0.976,+0.880,,299,,,,30.03,,GPS,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.4,20.7,642,,,081101F8 A36 A36,8,,,1200,ALT,77,20,20,0.0,0,0,29.9,0.2,0,0,0.0,-28,3,73,70,70,70,70,70,70,70,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
2020-07-18,18:07:10,01:07:10,-07:00,+37.5104829,-122.4910008,35,3D-,4048.3,0.0,,0,0,-0.00,,1.8,6,-18,83,-5,0.0,0,,,-0.009,0.975,+0.844,,299,,,,30.03,,GPS,,,,,,,,,,,,,Fail/Servo communication fault/00000001 00000000,,,,,,,,,,,,-13.4,20.7,642,,,081101F8 A38 A38,7,,,1200,ALT,77,20,20,0.0,0,0,29.9,0.2,0,0,0.0,-28,3,73,70,70,70,70,70,70,70,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
2020-07-18,18:07:11,01:07:11,-07:00,+37.5104729,-122.4909950,33,3D,4049.2,0.0,,0,0,0.01,,1.8,6,-18,83,-3,0.0,-0,,,-0.012,0.977,+0.857,,299,,,,30.03,,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,20.6,641,,,040001F8 A41 A41,5,,,1200,ALT,77,20,20,0.0,0,0,29.9,0.2,0,0,0.0,-28,3,73,70,70,70,70,70,70,70,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
2020-07-18,18:07:12,01:07:12,-07:00,+37.5104741,-122.4909962,34,3D,4050.2,0.0,,0,0,0.01,,1.8,6,-18,83,-3,0.0,-0,,,-0.008,0.971,+0.919,,299,,,,30.03,,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,20.6,640,,,040001F8 A44 A44,6,,,1200,ALT,77,20,20,0.0,0,0,29.9,0.2,0,0,0.0,-28,3,73,70,70,70,70,70,70,70,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
2020-07-18,18:07:13,01:07:13,-07:00,+37.5104737,-122.4909962,35,3D,4051.2,0.0,,0,0,-0.00,,1.8,6,-17,83,4,0.0,0,,,-0.006,0.977,+1.070,,299,,,,30.03,,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,20.6,639,,,040001F8 A47 A47,6,,,1200,ALT,77,20,20,0.0,0,0,29.9,0.2,0,0,0.0,-28,3,73,70,70,70,70,70,70,70,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
2020-07-18,18:07:14,01:07:14,-07:00,+37.5104730,-122.4909940,36,3D,4052.3,0.0,,0,0,-0.00,,1.8,6,-17,83,7,0.0,2,,,-0.013,0.974,+1.109,,299,,,,30.03,,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,20.6,638,,,040001F8 A50 A50,7,,,1200,ALT,77,20,20,0.0,0,0,29.9,0.2,0,0,0.0,-28,3,73,70,70,70,70,70,70,70,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
2020-07-18,18:07:15,01:07:15,-07:00,+37.5104763,-122.4909950,38,3D,4053.2,0.0,,0,0,0.00,,1.8,6,-17,83,5,0.0,0,,,-0.009,0.975,+1.073,,299,,,,30.03,,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,20.6,638,,,040001F8 A52 A52,7,,,1200,ALT,77,20,20,0.0,0,0,29.9,0.2,0,0,0.0,-28,3,73,70,70,70,70,70,70,70,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
2020-07-18,18:07:16,01:07:16,-07:00,+37.5104800,-122.4909961,40,3D,4054.2,0.0,,0,0,0.01,,1.8,6,-17,83,2,-0.0,-0,,,-0.009,0.976,+1.060,,299,,,,30.03,,GPS,,,,,,,,,,,,,Fail,,,,,,,,,,,,-13.4,20.6,637,,,040001F8 A54 A54,7,,,1200,ALT,77,20,20,0.0,0,0,29.9,0.2,0,0,0.0,-28,3,73,70,70,70,70,70,70,70,0,0,0,FUEL PRESS/OIL PRESS/VOLTS/ECS FAIL,
