#airframe_info,log_version="1.00",log_content_version="1.02",product="GDU 460",aircraft_ident="N430WB",unit_software_part_number="006-B1727-2G",product="GDU 460",software_version="8.81",system_id="60002EB05E7DB",unit="PFD1",airframe_hours="95.7",engine_hours="95.7"
Date (yyyy-mm-dd),Time (hh:mm:ss),UTC Time (hh:mm:ss),UTC Offset (hh:mm),Latitude (deg),Longitude (deg),GPS Altitude (ft),GPS Fix Status,GPS Time of Week (sec),GPS Ground Speed (kt),GPS Ground Track (deg),GPS Velocity E (m/sec),GPS Velocity N (m/sec),GPS Velocity U (m/sec),Magnetic Heading (deg),GPS PDOP,GPS Sats,Pressure Altitude (ft),Baro Altitude (ft),Vertical Speed (ft/min),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Lateral Acceleration (G),Normal Acceleration (G),AOA Cp,AOA,Selected Heading (deg),Selected Altitude (ft),Selected Vertical Speed (ft/min),Selected Airspeed (kt),Baro Setting (inch Hg),COM Frequency (MHz),Active Nav Source,Nav Annunciation,Nav Identifier,Nav Distance (nm),Nav Bearing (deg),Nav Course (deg),Nav Cross Track Distance (nm),Horizontal CDI Deflection,Horizontal CDI Full Scale (ft),Horizontal CDI Scale,Vertical CDI Deflection,Vertical CDI Full Scale (ft),VNAV CDI Deflection,VNAV Altitude (ft),Autopilot State,FD Lateral Mode,FD Vertical Mode,FD Roll Command (deg),FD Pitch Command (deg),FD Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),AP VS Command (ft/min),AP Altitude Command (ft),AP Roll Torque (%),AP Pitch Torque (%),Magnetic Variation (deg),Outside Air Temp (deg C),Density Altitude (ft),Wind Speed (kt),Wind Direction (deg),AHRS Status,AHRS Dev (%),Magnetometer Status,Network Status,Transponder Code,Transponder Mode,Oil Temp (deg F),Fuel L Qty (gal),Fuel R Qty (gal),Fuel Press (PSI),Oil Press (PSI),RPM,Manifold Press (inch Hg),Volts,Alt Amps,Amps,Fuel Flow (gal/hour),Elevator Trim,Aileron Trim,Flaps,GP4,GP5,CHT1 (deg F),CHT2 (deg F),CHT3 (deg F),CHT4 (deg F),EGT1 (deg F),EGT2 (deg F),EGT3 (deg F),EGT4 (deg F),CARBON MONOX (discrete),Engine Power (%),CAS Alert,Terrain Alert,Engine 1 Cycle Count
Lcl Date,Lcl Time,UTC Time,UTCOfst,Latitude,Longitude,AltGPS,GPSfix,,GndSpd,TRK,GPSVelE,GPSVelN,GPSVelU,HDG,PDOP,,AltP,AltInd,VSpd,IAS,TAS,Pitch,Roll,LatAc,NormAc,,AOA,SelHDG,SelALT,SelVSpd,SelIAS,Baro,COM1,NavSrc,,NavIdent,NavDist,NavBrg,NavCRS,NavXTK,HCDI,,,VCDI,,VNAV CDI,VNAVAlt,,,,,,,,,,,,,MagVar,OAT,AltD,WndSpd,WndDr,,,,,,,E1 OilT,FQty1,FQty2,E1 FPres,E1 OilP,E1 RPM,E1 MAP,Volts1,Amps1,Amps2,E1 FFlow,PTrim,RTrim,Flaps,,,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,,E1 %Pwr,,,
2021-09-26,08:54:56,15:54:56,-07:00,+37.5104198,-122.4909216,79,3D,57314.2,0.0,,0,0,-0.02,,1.1,10,-68,51,-6,8.5,7,,,-0.022,0.990,+4.248,,117,,,,30.05,,GPS1,,,,,,,,,,,,,,Powerup,,,,,,,,,,,,-13.2,16.1,47,,,081001F8 A28 A28,21,,,,,64,16,14,31.6,80,1400,14.7,14.3,31,17,3.5,-25,-14,0,0.00,0.01,87,81,83,83,1135,1140,1100,1120,0,25,,,75
2021-09-26,08:54:57,15:54:57,-07:00,+37.5104197,-122.4909221,77,3D,57315.0,0.0,,0,0,-0.02,,1.1,10,-68,51,-4,7.3,7,,,-0.010,0.976,+8.718,,117,4000,,,30.05,,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,16.1,47,,,040001F8 A29 A29,23,,,,,64,16,16,31.7,80,1390,14.6,14.3,31,17,3.5,-25,-14,0,0.00,0.01,88,82,84,84,1130,1135,1100,1115,0,25,,,75
2021-09-26,08:54:58,15:54:58,-07:00,+37.5104210,-122.4909236,74,3D,57315.9,0.0,,0,0,-0.01,,1.1,10,-67,51,26,6.3,6,,,0.009,0.963,+11.652,,117,4000,,,30.05,,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,16.1,47,,,040001F8 A31 A31,25,,,,,64,16,16,31.8,80,1390,14.4,14.3,31,17,3.4,-25,-14,0,0.00,0.01,89,83,85,85,1130,1125,1095,1105,0,25,,,75
2021-09-26,08:54:59,15:54:59,-07:00,+37.5104211,-122.4909240,72,3D,57316.9,0.0,,0,0,-0.01,,1.1,10,-68,51,-2,6.8,7,,,-0.003,0.951,+12.346,,117,4000,,,30.05,,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,16.1,47,,,040001F8 A32 A32,25,,L+,4260,ALT,64,16,16,31.9,80,1380,14.2,14.3,30,17,3.4,-25,-14,0,0.00,0.01,91,85,87,87,1125,1115,1090,1100,0,25,,,75
2021-09-26,08:55:00,15:55:00,-07:00,+37.5104209,-122.4909246,71,3D,57317.9,0.0,,0,0,-0.00,,1.1,10,-68,51,-38,5.1,5,,,-0.001,0.979,+11.954,,117,4000,,,30.05,,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,16.1,46,,,040001F8 A34 A34,21,,,4260,ALT,65,16,16,32.0,80,1380,14.3,14.3,30,17,3.3,-25,-14,0,0.00,0.01,93,86,89,88,1115,1110,1090,1095,0,24,,,75
2021-09-26,08:55:01,15:55:01,-07:00,+37.5104212,-122.4909249,70,3D,57318.9,0.0,,0,0,-0.00,,1.1,10,-69,50,6,7.4,7,,,-0.014,0.966,+10.728,,117,4000,,,30.05,122.800,GPS1,,,,,,,,,ENR,,,,,Powerup,,,,,,,,,,,,-13.2,16.1,45,,,040001F8 A37 A37,25,,,4260,ALT,65,16,16,32.1,80,1380,14.4,14.3,29,16,3.3,-25,-14,0,0.00,0.01,94,88,90,89,1115,1110,1090,1090,0,24,,,75
2021-09-26,08:55:02,15:55:02,-07:00,+37.5104217,-122.4909248,69,3D,57319.9,0.0,,0,0,-0.01,,1.1,10,-69,51,-25,7.3,7,,,-0.025,0.990,+8.981,,117,4000,,,30.05,122.800,GPS1,,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.1,45,,,040001F8 A38 A38,24,,,4260,ALT,65,16,16,31.9,80,1380,14.3,14.3,29,16,3.3,-25,-14,0,0.00,0.01,96,89,92,91,1115,1105,1090,1090,0,24,,,75
2021-09-26,08:55:03,15:55:03,-07:00,+37.5104226,-122.4909249,68,3D,57320.9,0.0,,0,0,-0.01,,1.1,10,-70,50,-6,9.9,9,,,-0.007,0.978,+6.782,,117,4000,,,30.05,122.800,GPS1,,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.1,43,,,040001F8 A40 A40,25,,,4260,ALT,65,16,16,31.7,80,1380,14.2,14.3,29,16,3.2,-25,-14,0,0.00,0.01,98,91,94,93,1115,1105,1085,1090,0,24,,,75
2021-09-26,08:55:04,15:55:04,-07:00,+37.5104229,-122.4909247,67,3D,57321.9,0.0,,0,0,-0.01,,1.1,10,-68,50,-4,5.5,5,,,-0.024,0.991,+4.618,,117,4000,,,30.05,122.800,GPS1,,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.1,42,,,040001F8 A43 A43,22,,,4260,ALT,65,16,16,31.8,80,1380,14.1,14.3,28,16,3.2,-25,-14,0,0.00,0.01,99,92,96,94,1115,1105,1085,1090,0,24,,,75
2021-09-26,08:55:05,15:55:05,-07:00,+37.5104228,-122.4909252,67,3D,57322.9,0.0,,0,0,-0.00,,1.6,10,-69,50,-7,4.5,5,,,-0.020,0.974,+2.979,,117,4000,,,30.05,122.800,GPS1,,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.1,42,,,040001F8 A46 A46,25,,,4260,ALT,65,16,16,32.0,80,1390,14.2,14.3,28,16,3.2,-25,-14,0,0.00,0.01,101,93,97,96,1115,1105,1090,1090,0,24,,,75
2021-09-26,08:55:06,15:55:06,-07:00,+37.5104231,-122.4909257,67,3D,57323.9,0.0,,0,0,-0.01,,1.1,10,-67,51,62,9.3,9,,,-0.021,0.981,+1.937,,117,4000,,,30.05,122.800,GPS1,,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.1,42,,,040001F8 A49 A49,24,,,4260,ALT,65,16,16,31.9,80,1390,14.4,14.3,28,16,3.2,-25,-14,0,0.00,0.01,102,95,99,97,1115,1105,1090,1090,0,25,,,75
2021-09-26,08:55:07,15:55:07,-07:00,+37.5104229,-122.4909260,67,3D,57324.9,0.0,,0,0,-0.01,,1.1,10,-67,52,47,9.4,9,,,-0.009,0.946,+1.190,,117,4000,,,30.05,122.800,GPS1,,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.1,42,,,040001F8 A52 A52,29,,,4260,ALT,65,16,16,31.9,80,1390,14.5,14.3,28,16,3.2,-25,-14,0,0.00,0.01,104,96,101,99,1115,1105,1090,1090,0,25,,,75
2021-09-26,08:55:08,15:55:08,-07:00,+37.5104223,-122.4909262,67,3D,57325.9,0.0,,0,0,0.00,,1.6,10,-68,52,-33,0.9,3,,,-0.020,0.966,+0.775,,117,4000,,,30.05,122.800,GPS1,,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.1,42,,,040001F8 A55 A55,25,,,4260,ALT,65,16,16,31.9,80,1390,14.5,14.3,27,16,3.2,-25,-14,0,0.00,0.01,106,98,102,100,1120,1105,1095,1090,0,25,,,75
2021-09-26,08:55:09,15:55:09,-07:00,+37.5104219,-122.4909260,67,3D,57326.9,0.0,,0,0,-0.01,,1.1,10,-68,51,-13,6.2,6,,,-0.031,0.984,+0.657,,117,4000,,,30.05,122.800,GPS1,,,,,,,,,ENR,,,,,PFT,,,,,,,,,,,,-13.2,16.0,41,,,040001F8 A57 A57,24,,,4260,ALT,65,16,16,32.0,80,1390,14.5,14.3,27,16,3.2,-25,-14,0,0.00,0.01,107,99,104,102,1120,1105,1095,1090,0,25,,,75
